职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
产品经理（光学仪器）,1.5-2万,苏州·吴中区,2年及以上,本科,苏州上器试验设备有限公司,仪器仪表/工业自动化,合资,150-500人,技术培训;培训;五险一金,测试;解决方案;性能测试;技术交流;光学;写作;技术沟通;产品宣传;广告策划,
产品经理（行车记录仪）,1.5-2万,深圳·宝安区,5年及以上,本科,深圳奥尼电子股份有限公司,多元化业务集团公司,已上市,1000-5000人,培训,异常处理;产品开发;产品设计;市场分析;需求文档;产品研发;讲解;技术沟通;开发计划;产品宣传,
研发产品工程师,7千-1.2万,肇庆·德庆县,3年及以上,大专,广东维德亚科技有限公司,机械/设备/重工,民营,150-500人,五险;员工旅游;绩效奖金;包吃;包住,免费工作餐;定期团建,
区域上市专员-呼吸生物制剂新产品-西区,3千及以下,成都,3-4年,本科,阿斯利康投资（中国）有限公司,制药/生物工程,外资（欧美）,10000人以上,五险一金;专业培训;定期体检;交通补贴;餐饮补贴;通讯补贴;补充医疗保险;周末双休,学术推广;产品策略;推广策略,
产品设计开发项目负责人,30-40万/年,武汉,5年及以上,本科,武汉华易科技有限公司,机械/设备/重工,民营,50-150人,工装设计;五险一金,机械设计;solidworks;机械设计制造;设计开发;装配工艺;二维;三维设计软件;零部件设计;减速器,
产品中试管控工程师,5-7千·14薪,娄底,3年及以上,本科,湖南省联众科技有限公司,仪器仪表/工业自动化,民营,50-150人,交通补贴;员工旅游;餐饮补贴;定期体检;年终奖金;五险一金,,
PLC产品经理,3-6万,广州·黄埔区,5年及以上,本科,小崎（广东）科技有限公司,电子技术/半导体/集成电路,民营,50-150人,餐补;员工旅游;年终奖金;绩效奖金;餐饮补贴;节日福利;带薪年假;过节福利;年假;培训,购买保险;节假日,
产品包装专员,6千-1.2万·13薪,成都·武侯区,5年及以上,本科,四川天府亨特生命科技有限公司,医疗/护理/卫生,民营,150-500人,五险一金;带薪年假;年终奖金;专业培训;定期体检;通讯补贴;出差补贴,产品包装;案例打造;产品运营,
产品总监/经理（消费电子类）,3-5万,深圳·宝安区,8年及以上,本科,东莞市拓能电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,培训,计算机;市场调研;软件;物联网;结构;通信工程;prd;产品规格书;嵌入式系统;市场团队,市场推广
产品发展经理,1-1.1万,广州·黄埔区,1-3年,硕士,广州圣凯斯化工科技有限公司,贸易/进出口,民营,50-150人,五险一金;餐饮补贴;通讯补贴;年终奖金;员工旅游;周末双休;生日节日福利,化工;生物;宣讲;调研;配方;防晒,
医疗器械产品讲师,3.5-4千,吉安,2年及以上,大专,江西德合医疗器械有限公司,医疗设备/器械,民营,50-150人,培训;产品培训;节日福利;带薪年假,宣传;会议主持;包中餐,
紧固件产品开发工程师,8千-1.4万,上海·松江区,3年及以上,本科,上海固极智能科技股份有限公司,机械/设备/重工,民营,50-150人,培训;五险一金;员工旅游;专业培训;出国机会;年终奖金;股票期权;定期体检,铆钉;紧固件;SPR,
产品总监,3-5万·13薪,深圳·宝安区,8年及以上,本科,东莞市拓能电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,五险一金;年终奖金,计算机;市场调研;软件;物联网;结构;通信工程;prd;产品规格书;嵌入式系统,市场推广
产品经理管培生 包食宿,5-7千,沈阳·铁西区,无需经验,,沈阳启梦文化有限公司,批发/零售,民营,少于50人,提成;年假,管理团队;晋升机会大;奖金;提供住宿;旅游;国内旅游;团队氛围;包食宿;住宿;00后,营销
大健康产品招商专员,4-8千,吉安,2年及以上,,江西德合医疗器械有限公司,医疗设备/器械,民营,50-150人,带薪年假;节日福利;提成;培训,底薪;包中餐,
LCS产品经理,1-2万·14薪,深圳·龙华区,1年及以上,本科,深圳市英维克科技股份有限公司,通信/电信/网络设备,已上市,1000-5000人,免费班车;专业培训;出国机会,方案设计;技术方案;售前技术支持;试验大纲;设计书;市场宣传推广;七险一金,产品规划
产品研发总监,4.5-5万,深圳,8年及以上,本科,东莞市拓能电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,培训,计算机;市场调研;软件;物联网;结构;通信工程;prd;产品规格书;嵌入式系统;市场团队,市场推广
产品设计工程师,8千-1.5万·13薪,合肥·经开区,3年及以上,大专,安徽威尔低碳科技股份有限公司,汽车零配件,外资（欧美）,150-500人,五险一金;绩效奖金;专业培训;定期体检;节日福利;带薪年假,产品开发;产品设计;技术交流;技术支持;三维制图软件,
豆果产品区域经理（广州）,8千-1.2万,广州,1年及以上,高中,上海旺旺食品集团有限公司,快速消费品(食品、饮料、化妆品),外资（非欧美）,10000人以上,五险一金;餐饮补贴;带薪年假;节日福利;交通补贴;高温补贴,,
高级微信产品经理/项目经理,2.2-2.8万,成都·锦江区,10年及以上,本科,隐适美中国 Invisalign,医疗设备/器械,外资（欧美）,500-1000人,,,
产品研发工程师（TD/PIE）,1.5-3万·14薪,厦门,3年及以上,本科,厦门士兰集科微电子有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,五险一金;年终奖金;餐饮补贴;带薪年假;节日福利;通讯补贴;包住宿,BCD,
产品专员,1.2-2万,深圳·宝安区,1年及以上,本科,深圳古瑞瓦特新能源有限公司,新能源,民营,1000-5000人,客户培训;培训;五险一金,需求调研;研发;产品推广;技术文档;逆变器;方案讲解;产品策略;产品定价;ipd,
认知友好产品经理,1-1.5万,上海·浦东新区,3年及以上,本科,上海数圃信息科技有限公司,计算机硬件,民营,少于50人,,项目管理;方案策划;康复治疗;公共卫生;活动设计;养老;临床心理;老年医学;精神医学;空间环境设计,
产品经理（修饰组学/上海）,1.8-2.5万,上海·浦东新区,1-3年,博士,上海优宁维生物科技股份有限公司,制药/生物工程,已上市,500-1000人,培训;五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴,质谱;质谱分析;修饰组学;蛋白修饰,线上营销
产品专员,8千-1万,上海·嘉定区,3年及以上,本科,上海华宝孔雀香精有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,五险一金;绩效奖金;项目奖金,英语;外贸;食品;快消品;询价;资料收集;产品介绍;样品试制;营养品;索样,
扫地机器人产品经理,1.2-2万,深圳·宝安区,2年及以上,本科,广东省旭晟光电技术有限公司,电子技术/半导体/集成电路,民营,150-500人,年终奖金;绩效奖金;员工旅游;带薪年假;交通补贴;节日福利;晋升空间大,扫地机器研发;市场团队,
汽车零部件产品设计工程师,1.5-2万·13薪,宁波·象山县,5年及以上,大专,宁波新华泰模塑电器有限公司,汽车,民营,150-500人,五险一金;年终奖金;餐饮补贴,英语;ppap;fmea;模具结构;注塑工艺;iso16949;npds;内饰设计,
高级产品营销,1.5-1.8万,深圳·盐田区,3年及以上,本科,深圳百果园实业（集团）股份有限公司,批发/零售,民营,10000人以上,,品牌传播;品牌策划;品牌塑造,产品营销
高级产品推广经理,2-3.5万·14薪,佛山·禅城区,5年及以上,本科,恒洁集团,建筑/建材/工程,民营,1000-5000人,培训,,
产品结构工程师（整机，福利好）,1.2-2万,南京,3年及以上,本科,南京泉峰科技有限公司,机械/设备/重工,外资（非欧美）,5000-10000人,五险一金;补充医疗保险,机械;产品开发;工艺;产品研发;结构;电动工具;方案;安规;三维设计软件;图纸评审,
医疗软件产品销售经理（医疗信息化行业）,20-40万/年,南京·鼓楼区,3年及以上,大专,江苏增源软件有限公司,计算机软件,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金;周末双休;节日福利,,
产品经理,1.5-2.5万·13薪,上海·浦东新区,3-5年,本科,百林科医药科技（上海）有限公司,制药/生物工程,合资,500-1000人,产品知识培训;培训,微电子;制药工程;市场分析;验证方案;市场拓展;立项,销售 市场推广 销售策略
工业设计/产品设计,1-1.5万,长沙·长沙县,3年及以上,本科,湖南省中一游乐设备有限公司,家具/家电/玩具/礼品,民营,150-500人,包住宿;包吃,cad;工业设计;3d建模;设计工程师;犀牛软件;游乐行业,
销售工程师（具身智能 & AI 智能体产品）,7千-1.2万,,2年及以上,本科,江苏汇博机器人技术股份有限公司,机械/设备/重工,民营,150-500人,五险一金;绩效奖金;带薪年假;节日福利;周末双休,具身智能;AI智能体,
产品认证工程师,1-1.5万,深圳·龙华区,3年及以上,大专,广东高普达集团股份有限公司,电子技术/半导体/集成电路,民营,500-1000人,五险一金;缴纳五险;年终奖金,环保;安全;emc;rohs;doe;产品认证;风险管控;ul;rf;reach;旅游;工作餐,
产品开发工程师（pps/ppa）,1.1-2.2万·13薪,上海·青浦区,1年及以上,本科,上海普利特复合材料股份有限公司,石油/化工/矿产/地质,民营,500-1000人,,项目管理;实验设计;新产品开发;高分子;技术解决方案;材料学;注塑工艺;样品分析;pps;ppa,
产品运营,6-8千,兰州·安宁区,2年及以上,大专,南京欣网互联网络科技有限公司,通信/电信运营、增值服务,民营,1000-5000人,五险一金;年终奖金,通信;axure;xmind;uv;产品运营;活动运营;广告学;渠道资源;需求对接,内容营销
医疗器械产品专员,5千-1万,长沙,1年,本科,长沙普康医疗设备有限公司,医疗设备/器械,民营,少于50人,培训;产品培训,医学;医疗器械;医疗器械行业;产品推广;技术交流;讲解;宣传资料,市场营销
亚马逊产品策略专家(J10271),1.8-2.5万,上海·闵行区,2年及以上,本科,苏州聚复科技股份有限公司,原材料和加工,民营,500-1000人,五险一金;绩效奖金;年终奖金;弹性工作;带薪年假;出国机会,数据支持;产品开发;竞品分析报告;推广;售后,
CCS产品开发工程师,1-1.5万·14薪,常州·溧阳市,1年及以上,本科,溧阳壹连电子有限公司,汽车零配件,民营,500-1000人,五险一金;年终奖金;定期体检,,
产品工程师,8千-1.2万,深圳·福田区,1年及以上,本科,深圳市美力高集团有限公司,多元化业务集团公司,民营,50-150人,五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;项目奖金;专业培训,产品需求文档;行车记录仪;物联网;车联网,
招商经理（呼吸产品）,6-8千,成都,3年及以上,大专,健康元药业集团股份有限公司,制药/生物工程,已上市,10000人以上,五险一金;提成,药品招商;奖金,
金融产品经理,1.2-1.5万·14薪,上海·黄浦区,3年及以上,硕士,上海恒基浦业资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴;补充医疗保险;交通补贴;带薪年假;周末双休;节日福利,,金融 私募
玩具产品经理（幼教）,7千-1万,宁波·鄞州区,3年及以上,本科,宁波唯一嘉进出口有限公司,贸易/进出口,民营,150-500人,五险一金;绩效奖金,需求分析;项目管理;学前教育;市场调研;教育学;产品推广;心理学;玩具;产品落地,产品规划
产品经理(J10593),1.5-3万,无锡·滨湖区,8年及以上,本科,柏诚系统科技股份有限公司,建筑/建材/工程,已上市,500-1000人,培训,新产品开发;产品管理;产品规格;应用方案;产品技术文档,产品规划
产品经理/主管,2-3万·15薪,常州,2年及以上,本科,天合光能股份有限公司,新能源,已上市,10000人以上,培训;五险一金,光伏行业;产品经理;产品线规划;gtm;客户结构;制造业公司,市场推广 销售工具包 销售突破
产品设计开发工程师,17-22万/年,无锡·滨湖区,3年及以上,本科,无锡凯美锡科技有限公司,电子技术/半导体/集成电路,国企,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;股票期权;专业培训,c#;fpga;c++;嵌入式系统;linux;windows,
产品经理,6千-1万,上海·浦东新区,3年及以上,本科,上海拜泰能源科技有限公司,仪器仪表/工业自动化,民营,少于50人,五险一金;员工旅游;餐饮补贴;专业培训;出国机会;绩效奖金;年终奖金;弹性工作,智能制造,
产品研发助理,6.5千-1万,成都,2年及以上,硕士,四川迪亚生物科技集团有限公司,医疗设备/器械,民营,50-150人,餐饮补贴,细胞培养;微流控芯片;生物技术;专利文档;生物反应器;医疗器械注册;类器官,
产品运营经理（肿瘤患者管理） (MJ000833),2-3万·15薪,上海·静安区,5年及以上,本科,高济医药有限公司,医疗/护理/卫生,民营,10000人以上,五险一金;补充医疗保险;专业培训;绩效奖金;弹性工作;定期体检,产品运营;患者管理;价值提升;肿瘤患者管理,
移动产品经理,6-8千,南京·玄武区,无需经验,本科,四川晟成机械设备有限公司,机械/设备/重工,民营,未知,,数据分析;需求分析;功能设计;全流程管理;产品持续优化;产品方案设计,
AI产品经理,1.5-2.5万,深圳,1年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,产品设计;axure;ai;原型设计;jira;信息管理;pmp;可行性分析;prd;计算机科学,
产品研发经理,15-30万/年,上海·金山区,5年及以上,本科,上海久连环保材料有限公司,环保,民营,50-150人,技能培训,预算;团队管理;图纸;市场调研;bom;日常管理;作业指导书;产品研发;技术文档;职业发展,
外科产品部销售经理&销售,1.5-2.3万·14薪,,10年及以上,大专,上海麦迪睿医疗科技集团有限公司,医疗设备/器械,民营,500-1000人,做五休二;周末双休;带薪年假;五险一金;绩效奖金;节日福利,产品推广;开发经销商;外科;手术耗材;市场,销售
产品经理/主管,1-1.5万,武汉·东西湖区,3年及以上,本科,白象食品股份有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,,,
资深产品开发工程师,1.2-1.8万,常州·溧阳市,3年及以上,本科,江苏固芯能源科技有限公司,新能源,民营,150-500人,五险一金;带薪年假;绩效奖金;专业培训;有餐补;租房补贴,失效分析;产品研发;电池设计;圆柱电池,
产品经理/主管,1-1.5万,武汉·东西湖区,3年及以上,本科,白象食品股份有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,,,
资深产品开发工程师,1.2-1.8万,常州·溧阳市,3年及以上,本科,江苏固芯能源科技有限公司,新能源,民营,150-500人,五险一金;带薪年假;绩效奖金;专业培训;有餐补;租房补贴,失效分析;产品研发;电池设计;圆柱电池,
国际产品专员,1.4-2.3万,深圳·光明区,无需经验,本科,深圳市科曼医疗设备有限公司,医疗设备/器械,民营,1000-5000人,五险二金;生活补贴;租房补贴;带薪年假,项目管理;产品推广;产品设计开发;国际市场;优化产品性能;人才公寓,
产品管理专员,5-7千,佛山·南海区,1年,本科,广东林氏家居股份有限公司,互联网/电子商务,民营,1000-5000人,五险一金;免费班车;绩效奖金;定期体检;专业培训;员工旅游,家居产品;网站运营;能力优先,
BIPV产品开发,8千-1.2万,九江,3年及以上,大专,瑞昌中建材光电材料有限公司,新能源,国企,150-500人,五险一金;年终奖金;餐饮补贴;定期体检;节日福利;带薪年假;通讯补贴,BIPV产品设计;BIPV结构设计;BIPV产品开发,
化妆品产品专员（文案策划）,6千-1万,广州·花都区,1-3年,大专,广州赛美电子商务有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险;社保,办公软件;excel;word;ppt;产品开发;化妆品;新品开发;产品介绍;资料撰写;提炼产品卖点;奖金,
产品专员（医疗器械销售）,7千-1.4万,长春·朝阳区,1年及以上,大专,苏州林华医疗器械股份有限公司,医疗设备/器械,民营,1000-5000人,培训;五险一金;绩效奖金;通讯补贴;餐饮补贴;定期体检;交通补贴;弹性工作;年终奖金;专业培训,,
产品开发工程师（聚烯烃）,2-4万,武汉·蔡甸区,3-5年,硕士,金发科技股份有限公司,原材料和加工,已上市,10000人以上,五险一金,数据分析;产品开发;性能测试;工艺流程;高分子材料;实验研究;材料学;产品性能;实验室研究;技术赋能,
产品经理管培生,6-8千,上海,无需经验,本科,上海博瀛通信科技有限公司,通信/电信/网络设备,民营,500-1000人,,,
高级产品经理,2.5-3.5万·15薪,杭州·拱墅区,5年及以上,本科,杭州禾迈电力电子股份有限公司,电子技术/半导体/集成电路,已上市,500-1000人,五险一金,需求文档;光伏;prd;新能源;产品管理;储能;逆变器;电学;技术方案讲解;新产品立项,
工商产品专员,7千-1万·13薪,义乌,无需经验,本科,浙江思凯企业管理咨询有限公司,会计/审计,民营,150-500人,弹性工作;五险一金;节日福利;专业培训;包住宿;绩效奖金;年终奖金;员工旅游;出国机会,商业产品,
内饰产品工程师,6千-1万·13薪,宁波·鄞州区,1年及以上,大专,宁海县第一注塑模具有限公司,机械/设备/重工,民营,500-1000人,,汽车内饰;座椅,
软件产品助理,6-8千,广州·黄埔区,2-3年,本科,广东成杰信息科技有限公司,计算机软件,民营,50-150人,五险一金;补充公积金,需求分析;验收;产品设计;文档编写;axure;原型设计;协调;互联网产品;figma;智慧校园,
产品开发经理,1.5-3万·13薪,常熟,5年及以上,本科,中科瑞龙智能制造（江苏）有限公司,原材料和加工,民营,500-1000人,五险一金,设计方案;进度管理;资源调配;开发方案;产品规格;技术规划;苹果技术对接;EVT;MP全流程;英语口语流利,
产品助理工程师,5-9千,苏州·吴江区,1-2年,大专,苏州伍仁电子科技有限公司,电子技术/半导体/集成电路,已上市,500-1000人,年终奖金;绩效奖金;节日福利;带薪年假;五险,线束,
产品管理专员,5-7千,上海·闵行区,1年及以上,大专,上海杰开扬医疗器械有限公司,医疗设备/器械,外资（非欧美）,少于50人,培训;五险一金;带薪年假;有餐补,轮椅及辅具,
产品研发（食品类）,8千-1.5万·13薪,上海·浦东新区,5-7年,本科,上海不壹生物科技有限公司,快速消费品(食品、饮料、化妆品),民营,少于50人,弹性工作;五险一金,食品;开发新产品;食品化学;新技术开发;研发;食品添加剂;肉制品;工艺;产品经理;化工,
产品经理/主管,7千-1万·13薪,苏州·相城区,1年及以上,本科,微思纳米科技（苏州）有限公司,制药/生物工程,民营,少于50人,五险一金;年终奖金;绩效奖金;员工旅游;带薪年假;节日福利;弹性工作;周末双休,高压均质机;坐班,设备销售
产品开发工程师（聚烯烃）,2-4万,天津,3-5年,硕士,金发科技股份有限公司,原材料和加工,已上市,10000人以上,五险一金,数据分析;产品开发;性能测试;工艺流程;高分子材料;实验研究;材料学;产品性能;实验室研究;技术赋能,
产品维修员,8千-1.2万·13薪,苏州·吴江区,2年,高中,苏州欧普照明有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,,电子;调试;维修;万用表;产品测试;品质改善;电子电路;烙铁;热风枪;蓝牙,
大健康产品招商专员,4-8千,吉安,2年及以上,,江西德合医疗器械有限公司,医疗设备/器械,民营,50-150人,带薪年假;节日福利;提成;培训,底薪;包中餐,
产品研发工程师（连接器）,1.5-2.5万,盐城·东台市,3年及以上,本科,上海徕木电子股份有限公司,汽车零配件,已上市,1000-5000人,五险一金;年终奖金,研发;文献调研;产品研发;连接器;电镀;注塑;表面处理;结构件;化学工程;冲压工艺,
产品经理(J10593),1.5-3万,无锡·滨湖区,8年及以上,本科,柏诚系统科技股份有限公司,建筑/建材/工程,已上市,500-1000人,培训,新产品开发;产品管理;产品规格;应用方案;产品技术文档,产品规划
汽车产品设计工程师,1-2万·13薪,芜湖,3年及以上,大专,芜湖世特瑞转向系统有限公司,汽车零配件,合资,150-500人,五险一金;绩效奖金,cad;产品设计;设计软件;fmea;设计变更;设计开发;汽车零件;转向器;转向系统;catia,
产品经理（修饰组学/上海）,1.8-2.5万,上海·浦东新区,1-3年,博士,上海优宁维生物科技股份有限公司,制药/生物工程,已上市,500-1000人,培训;五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴,质谱;质谱分析;修饰组学;蛋白修饰,线上营销
产品开发经理,1.5-3万·13薪,常熟,5年及以上,本科,中科瑞龙智能制造（江苏）有限公司,原材料和加工,民营,500-1000人,五险一金,设计方案;进度管理;资源调配;开发方案;产品规格;技术规划;苹果技术对接;EVT;MP全流程;英语口语流利,
线束产品经理(J10142),1.5-3万·13薪,苏州·苏州工业园区,8年及以上,本科,儒拉玛特自动化技术（苏州）有限公司,汽车,外资（非欧美）,500-1000人,,,
产品专员,6千-1万,兰州,1年,大专,苏州林华医疗器械股份有限公司,医疗设备/器械,民营,1000-5000人,产品培训;五险一金;年终奖金,产品专员;药学;经销商管理;客户日常维护;护理;医疗器械,营销 销售代表 临床销售
产品工程师（金士顿全方位）,9千-1.8万·14薪,上海·浦东新区,2年及以上,本科,金士顿科技（上海）有限公司深圳分公司,电子技术/半导体/集成电路,外资（欧美）,50-150人,,,
国际产品专员,1.4-2.3万,深圳·光明区,无需经验,本科,深圳市科曼医疗设备有限公司,医疗设备/器械,民营,1000-5000人,五险二金;生活补贴;租房补贴;带薪年假,项目管理;产品推广;产品设计开发;国际市场;优化产品性能;人才公寓,
产品工程师,7.5千-1.2万,太仓,2年,大专,苏州瑞技利机电科技有限公司,汽车零配件,民营,少于50人,五险一金;绩效奖金;年终奖金,cad;机械;图纸绘制;3d制图软件;产品bom;项目工程师;3D;机械工程师;绘图,
高级产品营销,1.5-1.8万,深圳·盐田区,3年及以上,本科,深圳百果园实业（集团）股份有限公司,批发/零售,民营,10000人以上,,品牌传播;品牌策划;品牌塑造,产品营销
外科产品部销售经理&销售,1.5-2.3万·14薪,,10年及以上,大专,上海麦迪睿医疗科技集团有限公司,医疗设备/器械,民营,500-1000人,做五休二;周末双休;带薪年假;五险一金;绩效奖金;节日福利,产品推广;开发经销商;外科;手术耗材;市场,销售
针织面料产品开发经理（服务大客户）,1.5-2万,苏州·吴江区,5年及以上,大专,上海楚星恒基纺织品贸易有限公司,批发/零售,已上市,150-500人,五险一金,项目管理;成本控制;成本核算;产品开发;市场拓展;质量管控;工艺设计;新品开发;针织面料,产品规划
汽车产品设计工程师,9千-1.1万·15薪,天津·滨海新区,2年及以上,本科,敏实集团,汽车,民营,10000人以上,包吃住;五险一金,机械;项目管理;汽车构造;ug;英语四级;机械设计制造;汽车工程;零部件设计;工程出图;dr评审,
产品项目工程师,7千-1万,无锡,2年及以上,本科,亿腾科技（无锡）有限公司,多元化业务集团公司,外资（非欧美）,150-500人,专业培训,项目管理;需求文档;项目计划;控制成本;团队合作;分配资源;制定预算;监控项目进度;管理变更;调整资源,
客服文员（产品检测）,4-6千,东莞·长安镇,1年及以上,大专,东莞市帝恩检测有限公司,检测，认证,民营,500-1000人,五险一金;专业培训;节日福利;带薪年假;员工旅游;做五休二;周末双休;包住宿,全勤奖;excel;英语;word;ppt,
煤矿产品解决方案工程师（售前）,1.2-2万,深圳·龙岗区,5年及以上,本科,利维智能（深圳）有限公司,机械/设备/重工,民营,50-150人,,解决方案;产品演示;机械工程;思维导图;eplan;机械结构设计;技术解决方案;矿山机械;售前技术对接;技术标书编写,
产品经理/主管,2-3万·15薪,常州,2年及以上,本科,天合光能股份有限公司,新能源,已上市,10000人以上,培训;五险一金,光伏行业;产品经理;产品线规划;gtm;客户结构;制造业公司,市场推广 销售工具包 销售突破
产品开发工程师,8千-1.3万,中山·三乡镇,3年及以上,本科,沙伯特（中山）有限公司,快速消费品(食品、饮料、化妆品),外资（欧美）,500-1000人,年终奖金;定期体检;免费班车;五险一金;餐饮补贴;周末双休;节日福利;通讯补贴;专业培训;带薪年假,持续发展,
CCS产品开发工程师,1-1.5万·14薪,常州·溧阳市,1年及以上,本科,溧阳壹连电子有限公司,汽车零配件,民营,500-1000人,五险一金;年终奖金;定期体检,,
热塑产品开发工程师/研发工程师,1.5-2万·15薪,清远·清城区,2年及以上,硕士,金发科技股份有限公司,原材料和加工,已上市,10000人以上,五险一金;补充公积金;免费班车;员工旅游;绩效奖金;年终奖金;餐饮补贴;包住宿,年度体检,
手机整机产品,6-9万·13薪,苏州·吴中区,5年及以上,本科,深圳锐仕方达人力资源管理有限公司,计算机软件,民营,未知,,团队管理;市场分析;产品优化;产品策略;技术创新;经营策略;智能设备;技术发展;商业思维,产品规划
产品中试管控工程师,5-7千·14薪,娄底,3年及以上,本科,湖南省联众科技有限公司,仪器仪表/工业自动化,民营,50-150人,交通补贴;员工旅游;餐饮补贴;定期体检;年终奖金;五险一金,,
低功耗物联网产品总监-深圳宝安,3.5-5万·13薪,深圳·宝安区,5-10年,本科,乾位智通（深圳）技术有限公司,计算机软件,合资,150-500人,五险一金;年终奖金;绩效奖金,团队管理;通信;ipd;消费电子;物联网行业;产品总监;产品经理;低功耗;IoT,
高级产品专员,15-20万/年,上海,3年及以上,本科,百邦国际贸易（上海）有限公司,贸易/进出口,外资（非欧美）,50-150人,五险一金;年终奖金;专业培训;定期体检;节日福利;带薪年假;周末双休,电动工具;五金工具;机械行业;产品管理,
产品维修员,8千-1.2万·13薪,苏州·吴江区,2年,高中,苏州欧普照明有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,,电子;调试;维修;万用表;产品测试;品质改善;电子电路;烙铁;热风枪;蓝牙,
产品研发实习生,2.5-4千,广州·黄埔区,无需经验,本科,金发科技股份有限公司,原材料和加工,已上市,10000人以上,专业培训;周末双休;员工宿舍,高分子;化工;研发;化学;材料;产品研发;塑料;高分子材料;材料化学;数据测试,
产品工艺开发工程师,8千-1.5万,苏州·苏州工业园区,2年及以上,本科,康斐尔过滤设备（太仓）有限公司,环保,外资（欧美）,150-500人,绩效奖金;补充医疗保险;弹性工作;定期体检,暖通;HVAC;空气净化;泵;阀;空气处理;新风;空气过滤;空调,
内饰产品工程师,6千-1万·13薪,宁波·鄞州区,1年及以上,大专,宁海县第一注塑模具有限公司,机械/设备/重工,民营,500-1000人,,汽车内饰;座椅,
金融产品经理,1.2-1.5万·14薪,上海·黄浦区,3年及以上,硕士,上海恒基浦业资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴;补充医疗保险;交通补贴;带薪年假;周末双休;节日福利,,金融 私募
产品经理(J10593),1.5-3万,无锡·滨湖区,8年及以上,本科,柏诚系统科技股份有限公司,建筑/建材/工程,已上市,500-1000人,培训,新产品开发;产品管理;产品规格;应用方案;产品技术文档,产品规划
DIY产品市场经理（PM）,8千-1.5万,上海·闵行区,3年及以上,大专,威刚电子（上海）贸易有限公司,计算机硬件,外资（非欧美）,50-150人,培训,成本管理;office软件;数据整理;产品调试;产品规格;电脑硬件;通路;产品布局,
资深产品经理,2.5-3.5万·15薪,苏州·苏州工业园区,5年及以上,本科,卡赫清洁技术（苏州）有限公司,家具/家电/玩具/礼品,外资（欧美）,50-150人,培训;五险一金,市场分析;信息收集;产品定义;产品实现;psd;产品上市;路标规划;positioning,产品规划
AI产品经理,7千-1万,杭州,2-3年,大专,杭州骏蚂信息技术有限公司,金融/投资/证券,外资（非欧美）,未知,五险一金;餐饮补贴,计算机;招聘;ai;人工智能;效果分析;效果优化;需求迭代;归因分析;效果评测;数据标注,
数字化产品专员,13-15万/年,上海·徐汇区,3年及以上,本科,上海依视路光学有限公司,医疗设备/器械,外资（欧美）,10000人以上,培训,微信小程序,
资深产品经理（3C消费电子产品）,2-3.5万,广州·花都区,5年及以上,本科,国光电器股份有限公司,电子技术/半导体/集成电路,已上市,5000-10000人,年终奖金;免费班车;五险一金;周末双休;节日福利;带薪年假,大平台;团队氛围好,
产品经理-海外销售专员,8千-1.1万,上海·静安区,2年及以上,大专,兆江国际物流（上海）有限公司,交通/运输/物流,创业公司,少于50人,五险一金;专业培训;定期体检;周末双休;公司福利;岗位培训,职业晋升,
产品经理（皮带语音控制）,2.5-4万,郑州·经开区,5年及以上,本科,郑州恒达智控科技股份有限公司,机械/设备/重工,国企,500-1000人,五险一金;年终奖金;定期体检;节日福利;专业培训;绩效奖金,皮带语言控制,
产品经理（医疗）,4-6千,成都·金牛区,2年及以上,中技/中专,四川省中科众邦科技发展有限公司,医疗设备/器械,民营,少于50人,五险一金;带薪年假;带薪病假;员工旅游;年终奖金,血站;推广;医学检验;检验医学;临床医学,销售 耗材销售
产品技术服务工程师,9千-1万·14薪,昆山,5年及以上,本科,速连（昆山）自行车零件有限公司,机械/设备/重工,外资（欧美）,1000-5000人,技术培训;培训;五险一金,故障排除;sram;客户互动;样品组装;自行车;展示;技术支持;品质管理系统;英文,
树脂产品工程师,1-1.5万,东莞·常平镇,5年及以上,大专,东莞埃内斯礼品有限公司,贸易/进出口,外资（欧美）,少于50人,五险一金;年终奖金,机械设计;生产;产品设计;降低成本;装配工艺;3d设计;原型制作;协商;3d模型;雕塑,
