职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
海外客户开发分析师（数据分析方向）,8千-1.2万·13薪,长沙·天心区,1-3年,本科,湖南利来达钢铁有限公司,贸易/进出口,合资,50-150人,超长年假,数据分析;背景调查;facebook;市场研究;社交媒体;商业分析;linkedin,客户开发 销售数据 销售支持
地图标注+数据分析Excel,4-5千,西安·雁塔区,2年及以上,大专,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,定期体检;节日福利,办公软件;数据分析;excel;word;测试验证;case;地理信息;标注;上线部署;数据评估,
数据分析工程师(珠海莫仕),1-1.6万,深圳·福田区,3年及以上,本科,珠海保税区光联通讯技术有限公司,通信/电信/网络设备,外资（欧美）,1000-5000人,五险一金,数据分析;mysql;tableau;powerbi;数据分析模型;价值挖掘;战略决策;运营效率;英语;PYTHON,
会员数据分析师(J10144),1.2-1.8万,广州·白云区,5年及以上,本科,广州广之旅国际旅行社股份有限公司,酒店/旅游,国企,1000-5000人,五险一金;补充医疗保险;企业年金,数据分析;项目管理;sql;数学;crm;分析报告;数据可视化;tableau,市场营销学
（韩语）销售数据分析/销售管理,8千-1.6万,上海·闵行区,1年及以上,本科,锦湖（中国）轮胎销售有限公司,汽车,外资（非欧美）,150-500人,带薪年假;五险一金;绩效奖金;节日福利,excel;ppt;朝鲜语,销售数据 销售数据分析 销售支持 销售预测报告
Power BI 数据分析师,1-1.5万·13薪,宁波,3-5年,大专,宁波思艾特软件有限公司,计算机软件,外资（非欧美）,150-500人,培训;五险一金;交通补贴;餐饮补贴;通讯补贴;定期体检,数据分析;sql;数据仓库;数据挖掘;api;PBI,
数据分析工程师(珠海莫仕),1-1.6万,广州,3年及以上,本科,珠海保税区光联通讯技术有限公司,通信/电信/网络设备,外资（欧美）,1000-5000人,五险一金,数据分析;mysql;tableau;powerbi;数据分析模型;价值挖掘;战略决策;运营效率;英语;PYTHON,
高级市场经理（数据分析方向）,1.2-1.8万·13薪,上海·杨浦区,3年及以上,本科,上海建发致新医疗科技集团股份有限公司,医疗设备/器械,国企,1000-5000人,五险一金;年终奖金;绩效奖金;专业培训;定期体检;餐饮补贴,数据分析;医疗器械;数据基础;行业关注;趋势洞察,
数据分析主管(J10018),6-8千·14薪,上海,3-5年,本科,国药控股菱商医院管理服务（上海）有限公司,医疗设备/器械,合资,150-500人,,数据分析;医疗,
大数据分析工程师(J10996),9千-1.5万,银川·兴庆区,5年及以上,本科,宁夏宝丰集团有限公司,多元化业务集团公司,民营,未知,,数据分析;大数据;大数据分析,
医疗数据分析师,1.5-3万,广州·天河区,5年及以上,本科,广州方舟诺亚医疗管理服务有限公司,医疗/护理/卫生,民营,150-500人,五险一金;绩效奖金;定期体检,药学;数据分析;sql;成本控制;临床试验;数学;大数据;ai;hadoop;统计分析,
收益管理主管（数据分析）,8千-1.3万,广州·番禺区,3年及以上,本科,广东长隆集团有限公司,酒店/旅游,民营,5000-10000人,五险一金;绩效奖金,mysql;数据分析;excel;项目管理;报表;统计分析;powerpoint;市场动态;数据挖掘,销售渠道
业财数据分析师,18-30万/年,无锡,3年及以上,本科,益海嘉里（无锡）数字科技有限公司,多元化业务集团公司,外资（非欧美）,10000人以上,五险一金;年终奖金;定期体检,数据分析;财务;项目管理;sql;数学;统计;大数据;建模;数据采集;数据挖掘,
物流数据分析,1.8-2.3万·13薪,广州·番禺区,3年及以上,本科,SHEIN,互联网/电子商务,民营,10000人以上,五险一金;补充医疗保险,sql;大数据;hadoop;hive;spark;数据清洗;成本优化;清关;跨境物流;项目推动,
质量工程师（数据分析）,7千-1.2万,无锡·锡山区,2年及以上,本科,吉姆西半导体科技（无锡）股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,培训;五险一金;带薪年假;绩效奖金,数据分析;excel;验收;安装调试;数学;统计;spc;mes;统计分析,
EXCELVBA数据分析工程师,2-4千,西安,无需经验,大专,精创方阵（西安）科技有限公司,外包服务,民营,少于50人,培训;五险一金;补充医疗保险,excel;报表;数据可视化;对比分析;表结构设计;数据校验;数据看板;图表,
数据分析师-重庆,6千-1万,重庆,1年及以上,大专,上海珑付云起企业发展有限公司,计算机软件,民营,500-1000人,五险一金,数据分析;数学;数据支持;计算机科学;信息技术;分析业务数据;问题解决;数据洞察力;数据处理;统计学,
备件库存策略分析师（数据分析）,1-1.3万·14薪,苏州,3年及以上,本科,新代科技（苏州）有限公司,仪器仪表/工业自动化,外资（非欧美）,500-1000人,五险一金;补充医疗保险;带薪年假;带薪病假;年终奖金,库存管理;供应链管理;数据模拟;mes;sap;数据分析,
光模块数据分析师,1.5-2万·15薪,苏州·苏州工业园区,3年及以上,本科,苏州旭创科技有限公司,电子技术/半导体/集成电路,已上市,10000人以上,定期体检;租房补贴;有餐补,数据分析;电子;sql;通信;大数据;光学;数据收集;数据支持;pandas;tableau,
金融业务数据分析（国企-上海）,25-40万/年,上海·虹口区,3年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,五险一金;绩效奖金;年终奖金,sql;数学;建模;数据支持;数据挖掘;策略调整;信贷分析,金融 金融工程
采购数据分析,1.5-2万·14薪,上海·浦东新区,5年及以上,本科,宁波华翔电子股份有限公司,汽车,已上市,10000人以上,五险一金,数据分析;采购;供应商管理;统计分析;风险管理;数据收集;数据支持;成本优化;库存数据,战略规划
经营数据分析经理,2.5-3.5万,无锡·江阴市,5年及以上,本科,斯搏兹品牌管理（无锡）有限公司,批发/零售,合资,500-1000人,五险一金;带薪年假;年终奖金;零食下午茶;有餐补,经营分析;库存分析;数据看板;数据体系;会员分析;库存结构分析,
数据专员,6-8千·13薪,郑州·管城回族区,无需经验,,河南塔韵文化传媒有限公司,影视/媒体/艺术/文化传播,民营,150-500人,带薪年假;包住,办公软件;excel;自动化;数学;统计;数据报表;报表整理;数据分类整理;报表开发;房补,
金融数据分析师+双休社保,8千-1.6万,武汉·江岸区,1年,本科,武汉市凯吉圣投资开发有限公司,金融/投资/证券,民营,未知,社保;双休,数据分析;数据;市场数据,
数据分析,7千-1.3万·13薪,贵阳·南明区,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假,数据支持;数据分析模型;业务决策;运营效率;可视化报告;挖掘数据价值,数据驱动
大数据分析专员,5.5-8千·13薪,贵阳·云岩区,无需经验,本科,深圳市普开通信技术有限公司,通信/电信/网络设备,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;分析报告;数据收集;数据;决策支持,数据驱动
数据分析员,6.5-9千·13薪,长沙·芙蓉区,无需经验,本科,深圳市傲视群雄贸易有限公司,贸易/进出口,民营,未知,五险一金;年终奖金;交通补贴;周末双休;节日福利;免费班车,数据分析;教育;技术报告;数据处理;挖掘,
数据分析专员,6-8.5千,武汉·武昌区,无需经验,大专,深圳市魅汇贸易有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;年终奖金;员工旅游;周末双休;做五休二,数据分析;理工;数据支持;数据清洗;数据,
大数据分析助理,5.5-9千·13薪,贵阳·南明区,无需经验,本科,深圳市科锐鑫成科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;分析报告;数据收集;数据;决策支持,数据驱动
大数据分析员,5.5-8.5千,贵阳·观山湖区,无需经验,大专,深圳市普开通信技术有限公司,通信/电信/网络设备,民营,未知,五险一金;年终奖金;定期体检;带薪年假;周末双休;节日福利,数据分析;理工;数据支持;数据清洗;数据,
数据分析专员,5.5-9千·13薪,贵阳·观山湖区,无需经验,大专,深圳市傲视群雄贸易有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;周末双休;免费班车,数据分析;理工;数据支持;数据清洗;数据;市场趋势分析;客户行为分析,
数据分析专员,5.5-8.5千,南宁·青秀区,无需经验,大专,深圳市魅汇贸易有限公司,贸易/进出口,民营,未知,五险一金;周末双休,数据分析;理工;数据支持;数据清洗;数据;跨部门合作;市场趋势分析;客户行为分析;提供住宿,
大数据分析师,1-1.5万,西安,无需经验,本科,湖北佳昇机电设备有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;绩效奖金,计算机;数据分析;sql;数学;信息管理;数据采集;数据支持;可视化;数据质量;数据分析模型,
大数据分析助理,6-9千·13薪,深圳·南山区,无需经验,本科,深圳市普开通信技术有限公司,通信/电信/网络设备,民营,未知,五险一金;年终奖金;定期体检;带薪年假;周末双休,数据分析;技术报告;数据处理;挖掘;数据报告;python,
数据分析师,8千-1.2万,西安,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
BI大数据分析助理,5.8-9千·13薪,武汉·武昌区,无需经验,本科,深圳市魅汇贸易有限公司,贸易/进出口,民营,未知,五险一金;年终奖金;定期体检;周末双休;节日福利,数据分析;编程语言;技术报告;算法开发;数据文档;数据处理,
大数据分析师,1-1.5万,长沙,无需经验,本科,湖北佳昇机电设备有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;绩效奖金,计算机;数据分析;sql;数学;信息管理;数据采集;数据支持;可视化;数据质量;数据分析模型,
数据分析工程师(J10556),20-35万/年,杭州·滨江区,无需经验,硕士,杭州极弱磁场国家重大科技基础设施研究院,政府/公共事业,事业单位,150-500人,,计算机;数据分析;实验方案;matlab;编程语言;电气工程;信号处理;技术报告;参数设置;传感器布置,
数据分析专员,5.5-9千·13薪,贵阳·观山湖区,无需经验,大专,深圳市傲视群雄贸易有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;周末双休;免费班车,数据分析;理工;数据支持;数据清洗;数据;市场趋势分析;客户行为分析,
数据分析会计（行政方向）,6.5-8千,连云港,2年及以上,大专,江苏杨辉物业服务有限公司,物业管理/商业中心,民营,1000-5000人,员工食堂;五险;五险一金;节日福利,办公软件;excel;财务;行政;word;ppt;会计;oa;费用管控;信息管理,
数据分析师,8千-1.2万,苏州,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据分析,7千-1.4万·13薪,贵阳·观山湖区,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假;周末双休;节日福利,数据收集;数据支持;数据模型;数据处理;数据分析报告,
数据分析专员,8千-1万,常州,1-2年,本科,梅特勒-托利多仪器（上海）有限公司,仪器仪表/工业自动化,外资（欧美）,1000-5000人,,办公软件;数据分析;excel;sql;英语;计算机科学;rpa;power;python;能力优先,
数据分析师,1-1.2万·13薪,苏州·相城区,无需经验,大专,昆山项王装饰设计工程有限公司,建筑/建材/工程,民营,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检,数据分析;数据收集;数据处理;数据支持;数据分析报告,
数据分析师,8千-1.2万,南昌,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据分析,7千-1.4万·13薪,南宁·青秀区,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假;周末双休;节日福利,统计分析;数据挖掘;数据模型;业务决策;数据处理,
数据分析专员,7-8千,中山,1年及以上,本科,广东栢格电器有限公司南头分公司,家具/家电/玩具/礼品,外资（非欧美）,150-500人,各类补贴;员工福利,统计学;sql;异常情况处理;数据处理;power;bi;薪酬数据分析;奖金,
数据分析师+饭补+五险一金,6-8千,天津,无需经验,本科,北京欧兴科技有限公司,电子技术/半导体/集成电路,民营,未知,定期体检;五险一金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;数据分析报告,数据驱动
数据分析师,8千-1.2万,上海,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据分析师双休,9千-1.3万,西安·阎良区,无需经验,本科,四川泽贤企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,双休,计算机;数据分析;excel;sql;数学;数据支持;数据建模;业务优化;可视化展示,数据驱动
数据分析专员,7-9千,深圳·龙岗区,1年及以上,本科,深圳市星河动信息技术有限公司,计算机软件,民营,少于50人,五险一金;补充医疗保险,计算机;excel;sql;数学;统计分析;数据挖掘;数据模型;数据处理分析;数据系统;业务决策,
数据分析师,6-8千,郑州,无需经验,本科,郑州源益信息科技有限公司,计算机软件,民营,未知,五险一金,计算机;数据分析;excel;sql;数学;数据收集;数据分析模型;数据解决方案;统计学;数据分析报告,
数据分析师,8千-1.2万,合肥,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据分析师/双休/下午茶,8千-1.2万,上海,无需经验,,荆州市迅驰物流有限公司,机械/设备/重工,民营,50-150人,五险一金;交通补贴,计算机;数据分析;excel;sql;经济;数学;数据收集;数据支持;数据可视化;tableau,
数据分析师,6-7千,重庆,无需经验,本科,重庆金柚智融科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;统计分析;数据收集;数据;问题解决,数据驱动
数据分析师（双休）,7-9千,武汉,无需经验,,武汉市椽苑商贸有限公司,互联网/电子商务,民营,50-150人,双休;五险;五险一金,数据分析;excel;sql;报告撰写;数据;数据分析模型;数据处理;挖掘数据价值;python,
数据分析师,8千-1.2万,天津,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
大数据分析师,1-1.5万,济南,无需经验,本科,湖北佳昇机电设备有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;绩效奖金,计算机;数据分析;sql;数学;信息管理;数据采集;数据支持;可视化;数据质量;数据分析模型,
底薪7K-数据统计员-双休,7千-1.2万·13薪,深圳,1年及以上,本科,安阳智弦科技有限公司,计算机软件,民营,50-150人,双休;五险一金;带薪年假;带薪病假,办公软件;数据分析;excel;数据支持;数据;报表制作;业务决策;数据处理,
数据分析师,8千-1.2万,长沙,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据采集,8千-1.2万,长沙,无需经验,本科,湖北创佑科兴信息科技有限公司,计算机软件,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训,办公软件;数据分析;excel;word;数据收集;数据清洗;数据;分类;存储,
用户洞察（数据分析与洞察）,1.5-1.8万,上海·徐汇区,3年及以上,本科,日播时尚实业（上海）有限公司,服装/纺织/皮革,民营,1000-5000人,五险一金,数据分析;excel;sql;产品研发;pdca;互联网行业;数据支持;女装;spss;子女医疗保险,研究报告
数据分析-BU IE方向（英语）,1-2万·13薪,上海·闵行区,5年及以上,本科,奥特斯（中国）有限公司,电子技术/半导体/集成电路,外资（欧美）,1000-5000人,,ie;python;R语言;CDA;英语口语,
数据分析师,8千-1.2万,合肥,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
市场战略数据分析经理,2-3万·14薪,上海·黄浦区,5年及以上,本科,上海谷英人力资源服务有限公司,计算机软件,外资（欧美）,未知,五险一金,数据分析;数据可视化;新品开发;商业分析;消费者洞察;市场数据;健康;咨询公司;决策支持,市场研究报告
数据分析工程师(J10556),20-35万/年,杭州·滨江区,无需经验,硕士,杭州极弱磁场国家重大科技基础设施研究院,政府/公共事业,事业单位,150-500人,,计算机;数据分析;实验方案;matlab;编程语言;电气工程;信号处理;技术报告;参数设置;传感器布置,
数据分析(169196) 日语英语必须,9千-1.3万,上海·浦东新区,2-3年,本科,上海艾杰飞人才管理咨询有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,50-150人,五险一金;培训,java;数据分析;项目管理;sql;英语;推广;c++;office;软件开发;日语;医疗保险,
数据分析师,8千-1.2万,天津,1年及以上,本科,湖北典禾机械科技有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据统计;分析;报告;可行性优化;统计学,
数据分析会计（行政方向）,6.5-8千,连云港,2年及以上,大专,江苏杨辉物业服务有限公司,物业管理/商业中心,民营,1000-5000人,员工食堂;五险;五险一金;节日福利,办公软件;excel;财务;行政;word;ppt;会计;oa;费用管控;信息管理,
数据分析,7千-1.4万·13薪,南宁·青秀区,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假;周末双休;节日福利,统计分析;数据挖掘;数据模型;业务决策;数据处理,
数据分析师,1-1.5万,绍兴,无需经验,本科,浙江奋兮科技有限公司,影视/媒体/艺术/文化传播,民营,150-500人,,,
数据挖掘工程员助理,9千-1.2万,成都·武侯区,无需经验,大专,成都安铭汇信息技术有限公司,计算机软件,民营,50-150人,五险一金,数据分析;解决方案;数学;机器学习;数据挖掘;数据结构算法;计算机科学;tableau;powerbi,数据驱动
数据分析师（双休）,7-9千,武汉,无需经验,,武汉市椽苑商贸有限公司,互联网/电子商务,民营,50-150人,双休;五险;五险一金,数据分析;excel;sql;报告撰写;数据;数据分析模型;数据处理;挖掘数据价值;python,
数据分析,7千-1.4万·13薪,贵阳·观山湖区,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假;周末双休;节日福利,数据收集;数据支持;数据模型;数据处理;数据分析报告,
数据分析师,9千-1.1万·13薪,成都·青羊区,无需经验,大专,成都涌熙恒商贸有限公司,批发/零售,民营,50-150人,岗位培训;五险一金;带薪年假;年终奖金;绩效奖金;专业培训,数据建模;数据分析;产品改进;数据分析报告,数据驱动
数据分析师双休,9千-1.3万,南昌·西湖区,无需经验,本科,四川泽贤企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,双休,计算机;数据分析;excel;sql;数学;数据支持;数据建模;业务优化;可视化展示,数据驱动
数据分析师,6-7千,重庆,无需经验,本科,重庆金柚智融科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;统计分析;数据收集;数据;问题解决,数据驱动
数据分析师,1-1.2万·13薪,深圳·福田区,无需经验,大专,深圳市众选互娱文化传媒有限公司,娱乐/休闲/体育,民营,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检,数据分析;数据;数据分析模型;sql;数据处理,
大数据分析师,8千-1.3万·13薪,南昌·青山湖区,无需经验,本科,贵州瀚溯信息咨询服务有限公司,通信/电信/网络设备,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,数据库;数据提取;数据处理,
数据分析师双休,9千-1.3万,西安·阎良区,无需经验,本科,四川泽贤企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,双休,计算机;数据分析;excel;sql;数学;数据支持;数据建模;业务优化;可视化展示,数据驱动
数据分析师,1-1.2万·13薪,苏州·相城区,无需经验,大专,昆山项王装饰设计工程有限公司,建筑/建材/工程,民营,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检,数据分析;数据收集;数据处理;数据支持;数据分析报告,
数据分析师,6-8千,郑州,无需经验,本科,郑州源益信息科技有限公司,计算机软件,民营,未知,五险一金,计算机;数据分析;excel;sql;数学;数据收集;数据分析模型;数据解决方案;统计学;数据分析报告,
数据分析师,6-8千,太原,无需经验,大专,太原市砾享科技有限公司,教育/培训/院校,民营,未知,交通补贴,计算机;数据分析;sql;经济;数学;产品优化;数据处理分析;数据分析模型;市场策略制定;数据平台建设,
数据分析师双休,8千-1.2万,宁波·鄞州区,1年及以上,大专,郑州筱利酒店管理有限公司,餐饮业,民营,未知,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据收集;数据支持;数据分析模型;可视化报告,运营策略
数据分析员,5-8千,重庆·九龙坡区,无需经验,,重庆青案堂科技有限公司,计算机软件,民营,少于50人,绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据模型;业务优化;数据系统;业务决策;统计学,
数据分析师,7千-1万,武汉·洪山区,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,培训;五险一金,excel;大数据;指导,销售 管理销售团队 销售制度 销售对策 销售资源分解 管理销售目标
数据分析师/双休/下午茶,8千-1.2万,上海,无需经验,,荆州市迅驰物流有限公司,机械/设备/重工,民营,50-150人,五险一金;交通补贴,计算机;数据分析;excel;sql;经济;数学;数据收集;数据支持;数据可视化;tableau,
数据分析专员,4-7千,成都·武侯区,无需经验,大专,成都蜀智云创科技有限公司,电子技术/半导体/集成电路,民营,未知,,数据库;数据分析;excel;sql;数据支持;数据清洗;可视化;数据工具;预测模型;数据系统,
数据分析师,6-8千,石家庄,无需经验,本科,郑州源益信息科技有限公司,计算机软件,民营,未知,五险一金,计算机;数据分析;excel;sql;数学;数据收集;数据分析模型;数据解决方案;统计学;数据分析报告,
数据分析专员,5-8千,武汉,无需经验,,重庆青案堂科技有限公司,计算机软件,民营,少于50人,绩效奖金;年终奖金,计算机;数据分析;excel;sql;数学;数据模型;业务优化;数据系统;业务决策;统计学,
数据分析师+饭补+五险一金,6-8千,北京,无需经验,本科,北京欧兴科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;定期体检,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;数据分析报告,数据驱动
数据分析师,6-8千,石家庄·裕华区,无需经验,大专,太原市砾享科技有限公司,教育/培训/院校,民营,未知,交通补贴,计算机;数据分析;sql;经济;数学;产品优化;数据处理分析;数据分析模型;市场策略制定;数据平台建设,
助理数据分析师 双休 餐厅,7-9千,深圳·南山区,1年及以上,本科,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,社保;年终奖金,数据分析;excel;数学;经济学;计算机科学;tableau;vba;数据分析软件;决策支持,银行
数据分析师,6-8千,北京,无需经验,本科,郑州源益信息科技有限公司,计算机软件,民营,未知,五险一金,计算机;数据分析;excel;sql;数学;数据收集;数据分析模型;数据解决方案;统计学;数据分析报告,
数据分析师+饭补+五险一金,6-8千,石家庄,无需经验,本科,北京欧兴科技有限公司,电子技术/半导体/集成电路,民营,未知,定期体检;五险一金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;数据分析报告,数据驱动
数据分析师,6-8千,天津·津南区,无需经验,大专,太原市砾享科技有限公司,教育/培训/院校,民营,未知,交通补贴,计算机;数据分析;sql;经济;数学;产品优化;数据处理分析;数据分析模型;市场策略制定;数据平台建设,
数据分析师,4-8千,重庆·南岸区,无需经验,本科,重庆电小二电力服务有限公司,电气/电力/水利,民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据收集;数据支持;可视化;数据分析模型;数据处理,
数据分析专员,6-8千,成都·武侯区,1-3年,本科,北京悦途航空服务有限公司,航天/航空,民营,150-500人,五险一金;出国机会;绩效奖金;弹性工作;各类节日福利,数据分析;职业规划;扁平化管理;工作支持;薪酬体系,
数据分析师,1.2-2万,深圳·龙华区,2年及以上,大专,深圳市科汇兴科技有限公司,计算机软件,民营,50-150人,,计算机;数据分析;excel;sql;物流;数学;数据整理;供应链;数据挖掘;数据治理,
数据分析师(J11216),5千-1万,襄阳,1年及以上,本科,骆驼集团股份有限公司,机械/设备/重工,已上市,5000-10000人,,数据库;数据分析;财务;sql;预算;数学;统计;建模;英语六级;成本,
数据分析专员,5千-1万,武汉·武汉经济开发区,1年及以上,本科,武汉泛洲中越合金有限公司,汽车零配件,合资,150-500人,五险一金;免费班车,数据分析;excel;财务;数学;数据统计分析;制造行业;趋势预测;可视化呈现;函数;免费工作餐,
数据分析助理,5-9千·13薪,北京·大兴区,无需经验,大专,北京京铭宏硕科技有限公司,计算机软件,民营,150-500人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;交通补贴;员工旅游,数据分析;广告;分析报告;数据;传播学;媒体广告,
数据分析师,8千-1.5万,江门·蓬江区,2年及以上,本科,海目星激光科技集团股份有限公司,机械/设备/重工,已上市,5000-10000人,五险一金;餐饮补贴,计算机;数据分析;excel;sql;数学;数据收集;产品优化;策略调整;数据洞察;数据分析模型,
生产数据分析,6-9千,佛山·高明区,1年及以上,本科,溢达集团,服装/纺织/皮革,外资（非欧美）,10000人以上,五险一金,数据分析;解决方案;数学;理工科;数据支持;数学建模;纺织行业;分析模型;针织布;颜色管理,
服装行业数据分析师（双休）,8千-1.5万,武汉,5年及以上,大专,深圳市三石服饰有限公司武汉分公司,服装/纺织/皮革,民营,500-1000人,双休,数据分析;服装行业;铺货;开店;数据模型;库存周转;服装企业;经营数据;数据分析师;服装,商业模式
数据分析工程师,9千-1.2万,长沙·岳麓区,无需经验,本科,邵东市浣幸商贸有限公司,贸易/进出口,民营,50-150人,五险一金;绩效奖金,计算机;数据分析;sql;数学;信息管理;数据采集;数据模型;可视化;数据质量,数据驱动
数据分析师,1-1.8万,深圳,3-4年,本科,恩斯迈电子（深圳）有限公司,电子技术/半导体/集成电路,外资（非欧美）,1000-5000人,五险一金;年终奖;绩效奖金;年终奖金,五天8小时,
数据分析专员,7千-1万,眉山,2年及以上,本科,眉山博雅新材料股份有限公司,电子技术/半导体/集成电路,民营,500-1000人,五险一金;绩效奖金,计算机;数据分析;性能测试;统计;质量控制;统计分析;编程语言;工艺优化;部署;Python,
助理数据分析师,5.5-8千,长沙·天心区,无需经验,本科,中国平安财产保险股份有限公司湖南分公司,保险,已上市,1000-5000人,操作培训;能力培训;绩效奖金;年终奖金,报表;ai;数据治理;承保理赔;数据安全管理;线上化;客户标签体系,
数据分析师,4-8千,重庆·南岸区,无需经验,本科,重庆电小二电力服务有限公司,电气/电力/水利,民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据收集;数据支持;可视化;数据分析模型;数据处理,
数据分析师（武汉）,4-8千,武汉·武昌区,无需经验,本科,浙江天正信息科技有限公司,计算机软件,民营,150-500人,五险一金;专业培训;员工旅游;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,数据采集;数据分析,
数据分析管培生,4.5-6.5千·13薪,佛山·南海区,无需经验,本科,佛山市银泰商务服务有限公司,外包服务,民营,500-1000人,五险一金;年终奖金,数据分析;excel;sql;数学;信息管理;数据整理;数据支持;计算机科学;tableau;bi,
数据分析主管(J10096),1-1.5万·13薪,上海·普陀区,3年及以上,本科,上海捷登家居用品有限公司,家具/家电/玩具/礼品,已上市,少于50人,,bi软件;会员数据分析;分析会员数据;数据分析;数据支持,
数据分析助理,5-6千,成都,无需经验,大专,四川非凡网毅科技有限公司,计算机软件,民营,未知,五险一金;周末双休;项目奖金;交通补助;绩效奖金;年终奖金;专业培训,数据分析;分析报告;数据;统计学;全勤奖,
数据分析专员,5-6千,西安,无需经验,本科,西安黄河光伏科技股份有限公司,新能源,国企,150-500人,五险一金;绩效奖金;定期体检,办公软件;数据分析;excel;财务;word;数学;理工;分析报告;电站;统计学,
数据分析师,8千-1万,无锡·江阴市,3-4年,本科,江苏富仁集团有限公司,机械/设备/重工,民营,1000-5000人,员工旅游;绩效奖金;年终奖金;定期体检,,
