职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
数据分析师助理,6-8千,合肥,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
数据分析师,6千-1万·13薪,太原,无需经验,大专,北京京铭宏硕科技有限公司,计算机软件,民营,150-500人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;交通补贴,计算机;办公软件;excel;运筹学;标注;应用数学;统计学,
助理数据分析师,6.5-8千,武汉,无需经验,大专,上海各茏科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金;年终奖金;专业培训,计算机;办公软件;数学;报表;分析报告;数据;数据收集整理;统计学,
数据分析员/五险双休,7.6-9.8千·13薪,益阳·赫山区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师助理,6-8千,杭州·滨江区,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
数据分析师,1.1-1.5万,广州,1年及以上,本科,石家庄迈众人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据收集;数据可视化;数据模型;策略制定;业务规划,
数据分析师,1-1.5万,上海·青浦区,无需经验,本科,上海洁仕堡科技有限公司,批发/零售,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;sql;数学;建模;数据收集;数据挖掘;spss;sas;数理统计,
数据分析员/五险双休,7.6-9.8千·13薪,南宁·兴宁区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师助理,6-8千,广州,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
数据分析师,1-1.5万,深圳,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
AI数据分析师,6千-1万,东莞·南城区,1年及以上,本科,东莞市沃垦科技有限公司,批发/零售,民营,少于50人,五险一金;包吃,数据分析;excel;sql;电商;ai;电商行业;python;电商运营;数据报表;人工智能;全勤奖,
数据分析员/五险双休,7.6-9.8千·13薪,武汉·江岸区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师助理,6-8千,福州,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
数据分析师,1-1.5万,广州,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析助理,7-9千,北京,无需经验,大专,北京中瓴时代科技有限公司,计算机软件,民营,150-500人,弹性工作;交通补贴;周末双休;下午茶,数据分析;广告;分析报告;数据;传播学;媒体广告;加班费;年轻团队,
数字化实习生-数据分析,180元/天,上海·徐汇区,无需经验,本科,泰科电子（上海）有限公司,电子技术/半导体/集成电路,外资（欧美）,10000人以上,周末双休;专业培训;节日福利;五险一金,数据建模;tableau;数据清理;power;bi;有转正机会;实习证明;时间自由,
数据分析员/五险双休,7.6-9.8千·13薪,九江·柴桑区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师 - Database Analyst,1-1.5万,珠海·横琴新区,1年及以上,本科,珠海横琴路坦信息服务有限公司,酒店/旅游,外资（欧美）,150-500人,餐饮补贴;交通补贴,数据库;数据分析;etl;数据;数据验证;业务目标;database;数据收集系统;dashboards,
数据分析专员,7千-1.2万,广州·白云区,3年及以上,本科,广州敖立美化妆品有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,绩效奖金,数据分析;excel;erp;供应商管理;库存管理;工商管理;采购计划;化妆品电商;数据支持;安全库存,
数据分析助理（双休）,8千-1.6万,武汉·江岸区,1-3年,大专,武汉市凯吉圣投资开发有限公司,金融/投资/证券,民营,未知,五险;带薪年假,财务;经济;资金管理;风险控制;市场动态;宏观经济;评估分析;分析建议,研究报告 投资组合
数据分析员/五险双休,7.6-9.8千·13薪,合肥·瑶海区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,8千-1.3万,惠州·惠阳区,1年及以上,大专,炬量网络科技（广东）有限公司,外包服务,民营,少于50人,餐饮补贴;五险一金,计算机;数据分析;sql;数学;建模;分析报告;数据收集;数据;数据洞察;可视化报表,
短期岗位-质量数据分析助理,6-9千,广州,1-2年,本科,斯帝佳（广州）园林机械有限公司,汽车,外资（欧美）,150-500人,五险一金;租房补贴;通讯补贴;交通补贴,数据分析;excel;数据透视表;数据分析报告;可视化呈现;免费工作餐,
销售数据分析,1-1.5万·13薪,上海·嘉定区,2年及以上,本科,上海百适乐运动科技有限公司,家具/家电/玩具/礼品,合资,5000-10000人,,数据库;数据分析;excel;sql;数学;经济学;数据支持,销售策略 销售报表 销售数据
数据分析员/五险双休,7.6-9.8千·13薪,宁波·海曙区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1.2-1.4万·13薪,上海·黄浦区,无需经验,大专,苏州恩雅进出口贸易有限公司,贸易/进出口,合资,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;定期体检;专业培训;通讯补贴,数据分析;数据;数据建模;问题分析,
数据分析,1-1.2万·13薪,惠州·惠城区,无需经验,大专,深圳市燕迪鑫建材有限公司,建筑/建材/工程,合资,50-150人,系统培训;五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检,数据分析;数据报表;业务决策;数据可视化,
数据分析师,1.1-1.3万·13薪,杭州·上城区,无需经验,大专,杭州有钦科技有限公司,互联网/电子商务,民营,50-150人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训,数据分析;数据分析模型;数据处理;挖掘数据价值;报告撰写,
数据分析员/五险双休,7.6-9.8千·13薪,武汉·江岸区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,芜湖,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析（五险一金，双休）,1-1.3万·13薪,北京,无需经验,大专,山东星智海人力资源有限公司,专业服务(咨询、人力资源、财会),民营,未知,双休;五险一金,计算机;数据分析;excel;sql;数学;数据收集;数据支持;数据挖掘;报表制作,战略规划
数据分析师（python+五险+双休）,7千-1万,西安·碑林区,1年及以上,大专,西安慧匠信息技术有限公司,计算机软件,民营,少于50人,五险一金;交通补贴;餐饮补贴,计算机;数据分析;excel;sql;数学;数据支持;数据挖掘;数据报表;报表制作;bi,
数据分析员/五险双休,7.6-9.8千·13薪,佛山·顺德区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,9千-1.1万,南京,1年,本科,南京夏宏智能科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;统计分析;数据收集;数据支持;数据挖掘;业务决策,
数据分析,1-1.2万·13薪,惠州·惠阳区,无需经验,大专,深圳市燕迪鑫建材有限公司,建筑/建材/工程,合资,50-150人,系统培训;五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检,数据分析;数据报表;业务决策;数据可视化,
数据分析员/五险双休,7.6-9.8千·13薪,郑州·中原区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析专员,8千-1.5万,成都·青羊区,1年及以上,大专,成都希禾营销策划有限责任公司,影视/媒体/艺术/文化传播,民营,未知,专业培训;节日福利,数据分析;数据支持;业务决策;全勤奖,跨部门协作
数据分析,8-9千·13薪,深圳·龙华区,1-3年,本科,深圳市博互云信息技术有限公司,计算机软件,民营,150-500人,五险一金;员工旅游;绩效奖金;年终奖金;弹性工作,办公软件;python;数据分析;大数据;计算机,
数据分析师,1-1.5万,重庆·渝北区,无需经验,本科,上海洁仕堡科技有限公司,批发/零售,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;sql;数学;建模;数据收集;数据挖掘;spss;sas;数理统计,
数据分析员/五险双休,7.6-9.8千·13薪,深圳·福田区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师助理,8千-1.1万,,无需经验,大专,辽宁海贝创意文化传媒有限公司,影视/媒体/艺术/文化传播,民营,50-150人,五险一金;绩效奖金,计算机;数据分析;excel;sql;经济;数学;数据收集;数据分析模型;数据处理;统计学,
数据分析,8千-1.2万,北京,无需经验,大专,北京中瓴时代科技有限公司,计算机软件,民营,150-500人,弹性工作;交通补贴;周末双休,计算机;办公软件;excel;运筹学;标注;复核;应用数学;统计学;加班费;年轻团队,
数据分析师,7千-1.2万·13薪,北京·大兴区,无需经验,大专,北京京铭宏硕科技有限公司,计算机软件,民营,150-500人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;交通补贴,计算机;办公软件;excel;运筹学;标注;应用数学;统计学,
数据分析员/五险双休,7.6-9.8千·13薪,东莞·莞城区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析员（双休8k）,8-9.5千,杭州,无需经验,本科,浙江蚂蚁直聘企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,双休;五险一金;带薪年假;带薪病假;员工旅游,计算机;数据分析;excel;sql;数学;分析报告;统计学;python,
数据分析,8-9千·13薪,深圳·龙华区,1-3年,本科,深圳市铂云瑞网络信息有限公司,计算机软件,民营,150-500人,五险一金;带薪年假;员工旅游,计算机;办公软件;数据分析;运营;sql;office;统计;大数据;tableau;生意运营,
数据分析员/五险双休,7.6-9.8千·13薪,绵阳·涪城区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析,7千-1.4万·13薪,昆明,无需经验,本科,贵州遵发科技集团有限公司,多元化业务集团公司,民营,未知,五险一金;年终奖金;带薪年假,数据分析;数据支持;数据报表;数据;数据建模;趋势预测;业务数据,数据驱动
大数据分析师,8千-1.2万·13薪,长沙·芙蓉区,无需经验,本科,贵州瀚溯信息咨询服务有限公司,通信/电信/网络设备,民营,未知,五险一金;员工旅游;绩效奖金;年终奖金;定期体检,数据库;数据提取;数据处理,
数据分析员,8-12万/年,南京·栖霞区,1年,本科,南京华侨城实业发展有限公司欢乐谷旅游分公司,酒店/旅游,国企,1000-5000人,五险一金;定期体检;餐饮补贴;年终奖金;专业培训,数据;分析;数据处理,
数据分析员/五险双休,7.6-9.8千·13薪,大庆·萨尔图区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,8千-1万,武汉,1-3年,本科,武汉市哈哈便利科技有限公司,互联网/电子商务,民营,150-500人,五险一金;带薪年假,计算机;java;数据分析;excel;html;sql;数据收集;数据支持;统计工具;可视化报告,
职教数据分析员,6-8千,成都·天府新区,无需经验,本科,四川华夏博康教育科技有限公司,教育/培训/院校,民营,少于50人,五险一金,分析;统计;建模;数据统计分析;汇总分析;可视化;数据搜集;数据收集整理;统计图表;可视化处理,
数据分析师,8千-1.2万,广州·白云区,1年及以上,本科,中智信通科技服务（广东）有限公司,计算机软件,国企,1000-5000人,五险一金,计算机;数据库;数据分析;sql;数学;大数据;法律法规;风险管理;数据支持,金融工程
数据分析员/五险双休,7.6-9.8千·13薪,青岛·市南区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,深圳,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析员（DB0001）,4-7千,南京·建邺区,无需经验,本科,万得信息技术股份有限公司,计算机软件,民营,1000-5000人,周末双休;绩效奖金;带薪年假;五险一金;餐饮补贴,数据分析,互联网金融
数据分析师（J17392）,1-1.5万,重庆,2年及以上,本科,智同道合（黑龙江）信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,数据分析;sql;数学;统计;报表;建模;分析报告;hive;数据仓库;数据采集,
数据分析员/五险双休,7.6-9.8千·13薪,无锡·梁溪区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,广州,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析,5-8千,成都·青羊区,无需经验,大专,成都市智计全球科技有限责任公司,计算机软件,民营,50-150人,五险一金;餐饮补贴,计算机;办公软件;数据分析;需求分析;数学;统计;算法;机器学习;数据可视化;商业分析,
数据分析助理,6-9.5千,深圳·龙岗区,无需经验,本科,深圳市东腾风科技有限公司,电子技术/半导体/集成电路,民营,50-150人,五险一金;五险;补充医疗保险;补充公积金;带薪年假,数据分析;数据文档;数据报告;数据处理;python;子女医疗保险,
数据分析员/五险双休,7.6-9.8千·13薪,西安·莲湖区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,贵阳,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析岗,7千-1万·15薪,福州,1年及以上,本科,中国平安财产保险股份有限公司福建分公司,保险,已上市,1000-5000人,企业年金计划;年终奖,数据分析;数学;统计;经营分析;保险产品;资格证书;业务运营;数据应用;报表体系;保险,
数据分析师,6千-1万·13薪,天津,无需经验,大专,北京京铭宏硕科技有限公司,计算机软件,民营,150-500人,五险一金;补充医疗保险;通讯补贴;餐饮补贴;交通补贴,计算机;办公软件;excel;运筹学;标注;应用数学;统计学,
数据分析员/五险双休,7.6-9.8千·13薪,新乡·红旗区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,乌鲁木齐,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析师,1-1.5万,深圳·南山区,2年及以上,本科,智同道合（黑龙江）信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;年终奖金;周末双休,数据分析;sql;团队管理;数学;统计;报表;建模;分析报告;hive;数据仓库,
数据分析师助理,9千-1.3万·13薪,长沙·开福区,无需经验,本科,贵州瀚溯信息咨询服务有限公司,通信/电信/网络设备,民营,未知,五险一金;员工旅游,数据分析;excel;sql;统计分析;编程语言;数据收集;数据可视化;数据;清洗;报告制作,
数据分析员/五险双休,7.6-9.8千·13薪,武汉·江岸区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,1-1.5万,合肥,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析师助理,6-8千,重庆·九龙坡区,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
数据分析师,1-1.5万,武汉·武昌区,2年及以上,大专,湖北全宇能源有限公司,计算机软件,民营,未知,五险一金;年终奖金;员工旅游;带薪年假,数据分析;数据收集;数据建模;可视化;数据分析报告;挖掘数据价值,数据驱动
数据分析员/五险双休,7.6-9.8千·13薪,佛山·顺德区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
高级数据分析师-车辆运营 (MJ012926),2-3万·15薪,北京,5年及以上,本科,Tesla特斯拉汽车,汽车,外资（欧美）,10000人以上,,数据分析;报表;车辆资源;车辆分配;订单匹配;车辆运营,
数据分析员/五险双休,7.6-9.8千·13薪,南京·玄武区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
报价与数据分析专员,6千-1万,苏州·吴中区,2-5年,本科,苏州华之杰电讯股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,五险一金;五险;带薪年假;年终奖金,数据分析;excel;bom;成本分析;bi;利润分析;pcba;英语;数据看板,
数据分析员,7千-1万·15薪,福州,1年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,企业年金计划;年终奖,数据分析;数学;统计;分析;资格证书;业务运营;数据应用;报表体系;业务决策;保险,
助理数据分析师,6.5-8千,大连,无需经验,大专,上海各茏科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金;年终奖金;专业培训,计算机;办公软件;数学;报表;分析报告;数据;数据收集整理;统计学,
数据分析员/五险双休,7.6-9.8千·13薪,昆明·五华区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析专员,6-9千,厦门·集美区,无需经验,大专,深圳市东腾风科技有限公司,电子技术/半导体/集成电路,民营,50-150人,双休;五险一金;五险,数据分析;理工;数据支持;数据清洗;数据;跨部门合作;市场趋势分析;客户行为分析;可转正,
数据分析师,1-1.2万·13薪,常州,无需经验,本科,上海目柏机电有限公司,机械/设备/重工,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数学;统计;matlab;建模;人工智能;spss;分析;数据建模;sas,
助理数据分析师,5-7千,杭州·拱墅区,1年,本科,杭州盛锋企业管理咨询有限公司,政府/公共事业,民营,50-150人,五险一金;绩效奖金,计算机;办公软件;数据分析;excel;sql;word;ppt;数学;统计;bi;职业发展;发展空间,
数据分析员/五险双休,7.6-9.8千·13薪,厦门·思明区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
大数据分析助理工程师,6-9千,厦门·集美区,无需经验,本科,深圳市东腾风科技有限公司,电子技术/半导体/集成电路,民营,50-150人,双休,数据分析;教育;编程语言;建模;机器学习;pandas;numpy;技术报告;算法开发;matplotlib;可转正,
数据分析师（J17392）,1-1.5万,重庆,2年及以上,本科,智同道合（黑龙江）信息技术有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,数据分析;sql;数学;统计;报表;建模;分析报告;hive;数据仓库;数据采集,
数据分析,4-6千·13薪,成都·青羊区,无需经验,大专,四川优胜吉通信技术有限公司,通信/电信/网络设备,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;经济;数学;数据支持;数据模型;策略制定;业务优化,
数据分析员/五险双休,7.6-9.8千·13薪,常州·钟楼区,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师,6-8千,武汉·江岸区,1年及以上,本科,众创网（武汉）科技有限公司,计算机软件,民营,50-150人,五险一金,计算机;数据分析;excel;电子商务;统计;数据支持;数据报表;数据模型;内容安全监测,销售数据
数据分析,6-8千·13薪,成都·成华区,无需经验,大专,成都至诚云连通信科技有限公司,通信/电信/网络设备,民营,未知,,数据库;团队管理;分析报告;商务支持;返利核算,
初级数据分析师（朝九晚六 双休）,5-8千·13薪,重庆,1年,本科,重庆喜相连科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;攻关项目奖金,计算机;办公软件;财务管理;数学;统计学;数据分析;数据处理;数据采集;录入;孝心津贴,
数据分析员/五险双休,7.6-9.8千·13薪,昆山,无需经验,,乐宫（河北）企业管理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;绩效奖金,计算机;数据分析;excel;sql;数学;数据支持;业务优化;数据分析模型;统计学;挖掘数据价值,
数据分析师-计算机理工科2425届优先.,1.1-1.4万,深圳,无需经验,本科,上海好课汇学文化传媒有限公司,互联网/电子商务,民营,150-500人,五险一金;年终奖金,数据分析;excel;sql;数据清洗;spss;分析;数据集成;数据敏感度;决策树;机器学习模型,
助理数据分析师,7千-1.4万·13薪,武汉·江汉区,无需经验,本科,贵州瀚溯信息咨询服务有限公司,通信/电信/网络设备,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴,数据分析;分析报告;数据收集;数据支持;数据解决方案;数据需求沟通,
初级数据分析师,4-6千·13薪,郑州·管城回族区,无需经验,,河南塔韵文化传媒有限公司,影视/媒体/艺术/文化传播,民营,150-500人,带薪年假;下午茶,计算机;办公软件;会计;财务管理;编程;数学;数据挖掘;数据治理;数据建模;数据平台,
数据分析师助理,6-8千,东莞,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
大数据分析师,8千-1.2万,上海,无需经验,本科,湖北创佑科兴信息科技有限公司,计算机软件,民营,50-150人,五险一金;带薪年假,数据分析;sql;信息管理;数据采集;数据;数据平台;数据处理;大数据;通信,数据驱动
数据分析师,1-1.5万,苏州,无需经验,本科,上海狩利信息科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;mysql数据库;数据可视化;计算机科学;数据建模;tableau;sas;应用数学,
数据分析专员/主管,7-8千,杭州,1年及以上,大专,浙江英途实业有限公司,服装/纺织/皮革,民营,500-1000人,,运营;excel;数学;报表;kpi;数据;wps;报告,销售 销售运营
数据分析师助理,6-8千,上海·嘉定区,无需经验,大专,上海柏巨电子科技有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;绩效奖金,计算机;数据分析;会计学;数学;数据收集;数据挖掘;数据质量;数据处理;统计学;数据分析报告,
初级数据分析师 2425应届生优先,9千-1.3万,厦门,1年及以上,本科,沪上灵犀科技（上海）有限公司,计算机软件,民营,未知,社保;周末双休,计算机;数据分析;运营;课程设计;数学;统计;信息管理;数据;sql数据库;pandas;定期团建,
大数据分析师,7千-1.2万·13薪,福州·鼓楼区,无需经验,大专,贵州瀚溯信息咨询服务有限公司,通信/电信/网络设备,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金,数据库;数据提取;数据处理,销售数据
数据分析师,6-8千,郑州·中原区,无需经验,大专,郑州信游时空网络科技有限公司,计算机软件,民营,未知,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;定期体检,计算机;数据分析;sql;统计;分析,
数据分析助理,7-9千,深圳,无需经验,大专,北京中瓴时代科技有限公司,计算机软件,民营,150-500人,弹性工作;交通补贴;周末双休;下午茶,数据分析;广告;分析报告;数据;传播学;媒体广告;加班费;年轻团队,
数据分析师,6-8千,武汉·江岸区,1年及以上,本科,众创网（武汉）科技有限公司,计算机软件,民营,50-150人,五险一金,计算机;数据分析;excel;电子商务;统计;数据支持;数据报表;数据模型;内容安全监测,销售数据
数据分析师,1-1.2万·13薪,广州,无需经验,本科,上海目柏机电有限公司,机械/设备/重工,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数学;统计;matlab;建模;人工智能;spss;分析;数据建模;sas,
数据分析师,9千-1.1万·13薪,北京·朝阳区,2-5年,本科,北京博睿同信医药信息咨询有限责任公司,制药/生物工程,民营,50-150人,五险一金;定期体检;周末双休;带薪年假;节日福利,sql;mysql;数据库;数据质量;数据分析,
数据分析员,6-8千,镇江·京口区,2年,本科,江苏吉贝尔药业股份有限公司,制药/生物工程,已上市,500-1000人,,数学;财会;分析报表;流向数据,
数据分析,4-6千·13薪,成都·青羊区,无需经验,大专,四川优胜吉通信技术有限公司,通信/电信/网络设备,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数据分析;excel;sql;经济;数学;数据支持;数据模型;策略制定;业务优化,
数据分析师,1-1.2万·13薪,徐州,无需经验,本科,上海目柏机电有限公司,机械/设备/重工,民营,未知,五险一金;绩效奖金;年终奖金,计算机;数学;统计;matlab;建模;人工智能;spss;分析;数据建模;sas,
数据分析师（深圳工作）,9千-1.4万·13薪,深圳·福田区,无需经验,本科,深圳市冠泰聚光建设工程有限公司,计算机软件,民营,150-500人,项目奖金;缴纳社保,计算机;java;数据库;软件工程;数学;it;制造;pandas;结果分析;奖金;股权激励,销售
