职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
财务经理,1.5-2.5万·13薪,南通·通州区,5年及以上,本科,江苏爱箔乐铝箔制品有限公司,批发/零售,民营,150-500人,五险一金;年终奖金,财务;财务管理;财务报表;团队管理;会计核算;融资;财务制度;年度预算;应收应付,投资
财务经理,2.3-2.5万,太仓,10年及以上,本科,博恩斯坦电子（太仓）有限公司,机械/设备/重工,外资（欧美）,50-150人,,财务;财务系统;财务流程;财务运营;流程改进;财务法规;运营效率;environment;团队领导;财务流程管理,
财务总监,1.2-1.8万,上海·黄浦区,5年及以上,本科,上海申汉和拓汽车科技有限公司,汽车,民营,150-500人,五险一金,数据分析;项目管理;预算;会计;财务管理;财务报表;财务软件;会计核算;税务申报,金融 上市公司
财务经理,1.5-2万,佛山·顺德区,3-5年,本科,佛山市顺德弘金电器科技有限公司,家具/家电/玩具/礼品,民营,500-1000人,五险;带薪年假;员工旅游;年终奖金;绩效奖金;项目奖金;专业培训;出国机会;定期体检;包吃,,
财务专员,5-6千,成都·锦江区,无需经验,本科,福思欧贸机电设备成都有限公司,贸易/进出口,外企代表处,50-150人,五险一金;双休;交通补贴,德国公假,
财务总监/经理,1.5-2万·13薪,江门·开平市,10年及以上,本科,联冠（开平）胶粘制品有限公司,贸易/进出口,民营,150-500人,年终奖金;五险;包吃;包住宿,,
财务专员-英语流利,9千-1万·13薪,上海·静安区,5年及以上,本科,上海秀玉贸易有限公司,贸易/进出口,合资,50-150人,五险一金;餐饮补贴;员工旅游;补充医疗保险;年终奖金;定期体检,,
财务经理,1.5-2万,深圳·宝安区,3年及以上,本科,金爵五金塑胶（深圳）有限公司,汽车零配件,外资（非欧美）,150-500人,带薪年假;五险一金;包住宿;绩效奖金;节日福利;双休,,
财务出纳,5-7千·13薪,广州·黄埔区,5-10年,大专,广州迪雅圣发电器有限公司,汽车,合资,150-500人,定期体检;五险一金;员工培训;节日福利,办公软件;excel;财务;英语;审计;会计;财务软件;出纳,金融 银行
财务出纳,5.5-6千,佛山·南海区,5年及以上,大专,佛山市南海美尔鑫汽车配件有限公司,汽车零配件,民营,500-1000人,培训;五险;带薪年假;带薪病假;绩效奖金;专业培训;定期体检;包吃;包住,定期团建,
财务行政助理,5-9千·13薪,昆山,2年及以上,本科,昆山百瑞扣件系统有限公司,机械/设备/重工,外资（欧美）,少于50人,食堂;五险一金;补充医疗保险;带薪年假;带薪病假;员工旅游;年终奖金,旅游;员工活动;团建活动;子女医疗保险,
物业财务管理,6千-1万,南京·江宁区,3年及以上,大专,江苏诚嘉物业服务有限公司,物业管理/商业中心,民营,500-1000人,年终奖金;节日福利;周末双休;五险,,
财务出纳,5-6千,江门·鹤山市,1年及以上,大专,广东富成精密科技有限公司,汽车零配件,民营,50-150人,年终奖金,财务;财务报表;出纳;账实相符;票据管理;现金收支;企业财务;账务对账;财务单据审核,银行结算
财务专员兼出纳,3-5千,成都·武侯区,1年及以上,本科,文喆围挡（成都）商贸有限公司,公关/市场推广/会展,民营,50-150人,,,
综合专员（财务人事行政）,5-6千·13薪,大连·金州区,5年及以上,本科,浙江万达汽车方向机有限公司,汽车,民营,500-1000人,五险一金;年终奖金;带薪年假;餐饮补贴;双休;节假日福利,,
财务助理,4-6千·13薪,宁波,无需经验,本科,宁波中景国际货运代理有限公司,交通/运输/物流,民营,50-150人,年终奖金;员工旅游;双休;节假日福利,数据分析;财务;会计;开票;核销;财务数据;催款;应收对账;应收结算,
财务分析BP,1.5-2.3万,深圳·南山区,5年及以上,本科,天键电声股份有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,五险一金;节日福利,,上市公司
财务专员-结算岗,5.5-6.5千,绍兴·越城区,2年及以上,本科,大悦城商业管理（北京）有限公司华东分公司,物业管理/商业中心,国企,500-1000人,五险一金;绩效奖金;定期体检;带薪年假;餐饮补贴;节日福利;周末双休;补充医疗保险,,
财务专员,3.5-4.5千,铜仁·德江县,1-3年,大专,云南栢田医疗科技有限公司,医疗设备/器械,民营,150-500人,五险一金;餐饮补贴;周末双休,,
财务经理,1-1.5万,佛山·南海区,5年及以上,大专,广东卓信消防科技有限公司,建筑/建材/工程,民营,50-150人,年终奖金;专业培训;带薪年假,团队管理;会计核算;工资核算;资金管理;经营分析;财务报告;全盘账务;税务管理,
外贸财务,5-6千,成都·锦江区,1年,本科,福思欧贸机电设备成都有限公司,贸易/进出口,外企代表处,50-150人,五险一金;双休;交通补贴,德国公假,
财务审计专员,3.5-4千,成都·天府新区,1年及以上,本科,成都秦皇永安酒店管理有限公司,酒店/旅游,民营,未知,周末双休;购买五险;包吃住,办公软件;excel;财务软件;账单审核,
财务分析经理（惠州）,2-3万·16薪,惠州·惠城区,5年及以上,硕士,惠州市德赛西威汽车电子股份有限公司,汽车,已上市,1000-5000人,,cpa;cma;english;automation;quotation;drive,
出纳兼财务助理,5-6千,上海·闵行区,无需经验,大专,上海珂绘数码影像科技有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,,财务;出纳;税务申报;现金收付;财务审计;发票开票;账务处理,银行存款结算
财务专员,5.2-5.5千,武汉·洪山区,1年及以上,本科,悦活里,批发/零售,民营,1000-5000人,定期体检,单休;生日假;晋升明确,
财务，出纳,7-8万/年,杭州·滨江区,3-5年,大专,杭州义远贸易有限公司,医疗设备/器械,民营,少于50人,五险一金;年终奖金;员工旅游;周末双休;节假日福利,,
财务出纳,5-6千,北京·海淀区,1年及以上,大专,深圳欣博盛生物科技有限公司,学术/科研,民营,50-150人,五险一金;专业培训;带薪年假;定期体检;双休;节假日福利,,
集团财务总监,7-12万·13薪,成都·温江区,10年及以上,本科,成都百裕制药股份有限公司,制药/生物工程,民营,1000-5000人,五险一金;通讯补贴;交通补贴;带薪年假;节日福利,CFO;集团财务总监,
财务负责人,3.5-4.1万,宁波·慈溪市,8年及以上,本科,东莞市拓能电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,,财务;审计;会计;财务管理;财务主办会计;上市企业,金融 上市公司
财务总监,2-3万·13薪,江门·新会区,8年及以上,大专,江门东会丰茜希车业有限公司,汽车零配件,民营,50-150人,五险;带薪年假;带薪病假;员工旅游;年终奖金;绩效奖金,外贸出口;出口退税;规划管理;税务筹划;财务团队建设,
资深财务总监,2.8-3.5万·15薪,广州·白云区,10年及以上,本科,广东省翌丰科技产业发展有限公司,农/林/牧/渔,国企,500-1000人,带薪年假;五险;绩效奖金,财务;ai;税务筹划;会计准则;养殖;信息披露;会计处理;财务体系;财务尽调;ifrs,
财务实习生,3-4千,东莞·松山湖区,无需经验,本科,东莞泽攸科技有限公司,仪器仪表/工业自动化,民营,150-500人,下午茶;五险一金;带薪年假;带薪休假,旅游;团建;发展平台;聚餐;产假;生日会;晋升机制;人性化,
驻场财务（投后管理类）,8千-1.1万,上海·徐汇区,3年及以上,本科,薪得付信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,500-1000人,带薪年假;带薪病假,商业地产,
财务专员,3.5-4.5千,铜仁·德江县,1-3年,大专,云南栢田医疗科技有限公司,医疗设备/器械,民营,150-500人,五险一金;餐饮补贴;周末双休,,
财务管培生,6-8千,深圳,无需经验,本科,广东商达（龙华）律师事务所,法律,民营,少于50人,管理培训;年终奖金;五险;带薪年假,财务;审计;财务报表;财务核算;财务会计;账务处理;职业发展,
财务行政助理,5-9千·13薪,昆山,2年及以上,本科,昆山百瑞扣件系统有限公司,机械/设备/重工,外资（欧美）,少于50人,食堂;五险一金;补充医疗保险;带薪年假;带薪病假;员工旅游;年终奖金,旅游;员工活动;团建活动;子女医疗保险,
财务经理,8千-1.2万,南京·江宁区,5年及以上,本科,南京凯莉米洛服饰有限公司,服装/纺织/皮革,民营,150-500人,,excel;财务;审计;ppt;服装行业;会计;财务管理;团队管理;财务软件;库存管理;服装,
财务审计专员,3.5-4千,成都·天府新区,1年及以上,本科,成都秦皇永安酒店管理有限公司,酒店/旅游,民营,未知,周末双休;购买五险;包吃住,办公软件;excel;财务软件;账单审核,
全盘零售财务,9千-1.1万·13薪,上海·黄浦区,1-3年,大专,上海邦达斯品牌管理有限公司,服装/纺织/皮革,民营,500-1000人,晋升空间,办公软件;数据分析;财务;会计;对账;财务软件;税务申报;资金管理;报表编制;账实相符,
财务结算员,5-6千,无锡·江阴市,无需经验,本科,海澜集团有限公司,多元化业务集团公司,民营,10000人以上,五险一金;餐饮补贴;专业培训,财务;结算;审计;报表;财务资料整理,
财务经理,8千-1万,吉安,5-10年,本科,普正药业集团股份有限公司,制药/生物工程,民营,500-1000人,绩效奖金;五险一金,财务;财务报表;团队管理;会计学;财务核算;财务报告;中级会计;审核预算;会计制度;数据质量,
会计财务专员,6-8千·13薪,上海·浦东新区,3年及以上,大专,上海海帆船舶设备有限公司,批发/零售,民营,50-150人,五险一金;做五休二;年终奖金;绩效奖金;带薪年假,包午餐,
财务实习生,3-4千,东莞·松山湖区,无需经验,本科,东莞泽攸科技有限公司,仪器仪表/工业自动化,民营,150-500人,下午茶;五险一金;带薪年假;带薪休假,旅游;团建;发展平台;聚餐;产假;生日会;晋升机制;人性化,
财务专员-结算岗,5.5-6.5千,绍兴·越城区,2年及以上,本科,大悦城商业管理（北京）有限公司华东分公司,物业管理/商业中心,国企,500-1000人,五险一金;绩效奖金;定期体检;带薪年假;餐饮补贴;节日福利;周末双休;补充医疗保险,,
财务部长,1-1.5万,长沙·望城区,10年及以上,本科,湘江涂料科技有限公司,石油/化工/矿产/地质,民营,500-1000人,培训;五险一金;带薪年假,管理;财务;会计;财务管理;团队管理;成本核算;财务软件;会计核算;资金计划,金融
财务实习生,3.5-4.5千,佛山·顺德区,无需经验,本科,广东速联科技术股份有限公司,通信/电信/网络设备,民营,500-1000人,五险一金;员工旅游;专业培训;年终奖金;出国机会;周末双休;股票期权;绩效奖金,节日礼品;提供吃住,
财务专员,5.2-5.5千,武汉·洪山区,1年及以上,本科,悦活里,批发/零售,民营,1000-5000人,定期体检,单休;生日假;晋升明确,
财务-结算岗（绍兴）,6.6-7.2万/年,绍兴·越城区,2年及以上,本科,大悦城商业管理（北京）有限公司华东分公司,物业管理/商业中心,国企,500-1000人,五险一金,应收账款;租赁合同;资料归档;能源;收入确认;库房盘点;收入核对;货款核对;合同台账管理;运营月报,
财务经理,1.6-2万,湖州·长兴县,5年及以上,本科,浙江豪斯特新能源汽车零部件有限公司,汽车零配件,民营,150-500人,五险一金;节日福利;带薪年假;定期体检;包住宿;包吃;专业培训,,
财务负责人,8千-1.5万,西安·高新技术产业开发区,5-7年,本科,西安毅阳环保科技集团有限公司,环保,民营,少于50人,周末双休;绩效奖金;节日福利;五险一金;带薪年假;高温补贴;年终奖金;弹性工作,中级会计职称;开票统筹,IPO
郑州分公司财务经理,1-1.1万·13薪,郑州·二七区,5年及以上,本科,北京动向体育发展有限公司,服装/纺织/皮革,已上市,1000-5000人,五险一金;定期体检;带薪年假;通讯补贴;周末双休,,
医疗财务经理,1.6-2万,佛山·禅城区,8年及以上,本科,广东健翔医院管理集团有限公司,医疗/护理/卫生,民营,150-500人,,管理;财务;会计;财务报表;行政管理;财务核算;风险控制;财务预算;cpa;会计准则;团队建设,
财务经理,1.5-1.8万,深圳·南山区,8年及以上,本科,优普泰（深圳）科技有限公司,服装/纺织/皮革,民营,150-500人,五险一金;年终奖金;专业培训;节日福利;双休,财务;财务经理;会计;全勤奖,
财务经理,1-1.5万,广州·天河区,8年及以上,大专,广州优彼斯光电科技有限公司,贸易/进出口,民营,150-500人,绩效奖金;年终奖金,财务管理;成本控制;财务报表;团队管理;成本管理;财务核算;税务筹划;财务经理;财务分析管控,
财务主管/经理,6-7千,昆明,10年及以上,本科,曲靖银发危险废物集中处置中心有限公司,环保,民营,150-500人,,管理;审计;会计;财务管理;团队建设;税务;经济;日常管理;成本分析,金融
财务制单,5-6千,深圳·龙岗区,1-3年,本科,深圳市超光速国际物流有限公司,交通/运输/物流,民营,500-1000人,五险一金;专业培训;年终奖金;带薪年假;节日福利;通讯补贴;免费班车;零食下午茶,提供住宿;内部晋升,
出纳兼财务助理,5-6千,上海·闵行区,无需经验,大专,上海珂绘数码影像科技有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,,财务;出纳;税务申报;现金收付;财务审计;发票开票;账务处理,银行存款结算
财务经理(跨境业务与税务),1.3-1.5万,广州·番禺区,5年及以上,本科,信基集团有限公司,房地产,民营,500-1000人,五险一金;绩效奖金;餐饮补贴,数据分析;财务;审计;会计;财务管理;金蝶;外贸;税务,金融 金融产品
财务主管,8千-1.5万,惠州·惠城区,5年及以上,本科,广东嘉多宝新材料科技有限公司,原材料和加工,民营,50-150人,餐饮补贴;节日福利;五险,数据分析;财务;会计;成本核算;金蝶;财务软件;用友;会计核算;税务申报;财务核算,
财务部经理,6-7千,芜湖·三山区,8年及以上,本科,芜湖中氢新能源科技有限公司,新能源,民营,50-150人,五险一金;带薪年假;专业培训;包吃;交通补贴;通讯补贴;出差补贴,免费工作餐;定期团建,
财务主管,1-1.3万,青岛,10年及以上,本科,青岛新东益食品有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,节日福利;带薪年假;周末双休;五险,,
业务财务经理（开封）,6-9千·14薪,开封·龙亭区,3年及以上,本科,中世国际物流有限公司上海分公司,交通/运输/物流,国企,1000-5000人,五险一金;员工旅游,数据分析;财务;对账;报表;资金管理;汽车零部件;物流仓储;资金收付;财务建议;运营规则,
财务经理/财务BP,1.5-2.5万,武汉·江汉区,8年及以上,本科,湖北策马服装实业有限公司,互联网/电子商务,民营,150-500人,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴;节日福利;带薪年假;通讯补贴;员工旅游,团队建设,投融资
财务经理（地产）,1.2-1.5万,合肥·滨湖新区,3年及以上,本科,安徽诚昌房地产开发有限公司,房地产,民营,未知,餐饮补贴;五险,财务;经济;税务申报;资金管理;税务管理;财务体系;经营预算;项目融资;税务安排,房地产投融资
财务部副总经理,15-20万/年,成都·高新区,8年及以上,本科,中通建技术有限公司,通信/电信/网络设备,民营,500-1000人,带薪年假;节日福利;专业培训;五险一金;项目奖金;通讯补贴;交通补贴,,
工厂财务经理,2-3万,成都·青羊区,10年及以上,本科,四川佰仕汇人力资源有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;周末双休,,
财务主管,1-1.8万,东莞·塘厦镇,3-5年,大专,东莞市钿威电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,包吃;包住宿;节日福利,,
财务经理,1.8-2.5万·14薪,南京·江宁区,5年及以上,本科,南京镭云智能科技有限公司,贸易/进出口,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训,财务;审计;会计;财务管理;出纳;出口退税;可行性分析;cpa,金融
房地产财务经理,7-8千,沈阳·沈北新区,5年及以上,本科,沈阳翔凤房地产（集团）有限公司,房地产,民营,未知,五险;免费班车;通讯补助,免费午餐,
财务总监,1.5-2万,深圳·龙岗区,5年及以上,本科,深圳市飞宇信电子有限公司,通信/电信/网络设备,民营,500-1000人,五险一金;员工旅游;餐饮补贴,财务管理;总账;风险控制;cpa;应收;会计准则;应付;cas;资本运作,战略规划
财务主管,6-8千,宜春·樟树市,5年及以上,本科,江西迪赛诺医药集团有限公司,金融/投资/证券,外资（非欧美）,未知,,财务报表;税务;出纳;会计凭证;财务核算;财会;合并报表;会计准则;会计证;控制费用支出,
高级财务经理,2-4万·13薪,广州·天河区,8年及以上,本科,广州中球（国际）服饰有限公司,服装/纺织/皮革,外资（非欧美）,500-1000人,带薪年假;节日福利;餐饮补贴;五险一金;补充医疗保险;绩效奖金;年终奖金;周末双休,部门管理;年终双薪,
财务文员/统计员/数据分析,3.5-4.5千,宜昌·伍家岗区,无需经验,大专,红河自在农业有限公司,农/林/牧/渔,民营,50-150人,培训;社保;年终奖金;绩效奖金,,
财务专员,5.5-6千,衢州·衢江区,5年及以上,大专,上海瑞方企业管理咨询有限公司苏州分公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪年假,财务;税务申报;资料整理;工商注册;开具;文书;全盘帐务,银行 银行对账 银行开户
财务部长,1-1.5万,长沙·望城区,10年及以上,本科,湘江涂料科技有限公司,石油/化工/矿产/地质,民营,500-1000人,培训;五险一金;带薪年假,管理;财务;会计;财务管理;团队管理;成本核算;财务软件;会计核算;资金计划,金融
财务经理,1.2-1.5万,上海·宝山区,3年及以上,本科,福然德股份有限公司,汽车,已上市,500-1000人,五险一金;双休,财务;财务管理;成本核算;会计核算;财务制度;财会;财税政策;收付款审批;内部控制;制造业,
财务经理,1-2万·14薪,苏州·相城区,5年及以上,本科,微睿科技（苏州）有限公司,医疗设备/器械,民营,少于50人,培训;五险一金,财务;审计;会计;财务管理;税务;成本管理;核算;会计核算;晋升,金融
会计财务专员,7-7.5千,上海·黄浦区,3年及以上,本科,上海林珺实业有限公司,批发/零售,民营,未知,五险一金;做五休二;带薪年假;餐饮补贴;双休;节假日福利,,
财务结算主管,5.5-6.5千,合肥·包河区,3年及以上,大专,肥东致远汽车运输有限公司,交通/运输/物流,民营,150-500人,,,
财务BP(J11813),1-1.2万·14薪,菏泽·牡丹区,5年及以上,本科,宁波震裕科技股份有限公司,汽车零配件,民营,10000人以上,五险一金;补充医疗保险;免费班车;年终奖金;绩效奖金;弹性工作;定期体检;专业培训;股票期权;员工旅游,,
工厂财务专员,8千-1.4万,沧州,5年及以上,本科,远景动力技术（江苏）有限公司,新能源,民营,5000-10000人,五险一金,提供食宿,
财务主管,1-1.3万,青岛,10年及以上,本科,青岛新东益食品有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,节日福利;带薪年假;周末双休;五险,,
财务经理,1-1.5万,广州·天河区,8年及以上,大专,广州优彼斯光电科技有限公司,贸易/进出口,民营,150-500人,绩效奖金;年终奖金,财务管理;成本控制;财务报表;团队管理;成本管理;财务核算;税务筹划;财务经理;财务分析管控,
财务主管,8千-1.5万,云浮,3年及以上,本科,广东微容电子科技股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,,财务;会计;财务管理;sap;法律法规;经营分析;中级会计;财经;bi;财务流程,
财务会计,7-7.5千,常州,2年及以上,本科,爱森水暖制造（常州）有限公司,机械/设备/重工,外资（非欧美）,150-500人,包吃;节日福利,办公软件;财务;会计;财务报表;财务软件;税务申报;发票管理;执行监督;预算编制;账务处理,
业务财务经理（开封）,6-9千·14薪,开封·龙亭区,3年及以上,本科,中世国际物流有限公司上海分公司,交通/运输/物流,国企,1000-5000人,五险一金;员工旅游,数据分析;财务;对账;报表;资金管理;汽车零部件;物流仓储;资金收付;财务建议;运营规则,
财务会计,5-6千,武汉·东湖新技术产业开发区,3年及以上,本科,艾欧创想智能科技（武汉）有限公司,电子技术/半导体/集成电路,民营,50-150人,五险一金;餐饮补贴;通讯补贴;交通补贴;双休,全勤奖,
财务经理,1.2-1.8万,上海·奉贤区,5年及以上,本科,上海耀杉电子科技有限公司,汽车,民营,150-500人,五险一金;年终奖金;员工旅游;专业培训;绩效奖金;免费班车,,
财务主管,1-1.8万,东莞·塘厦镇,3-5年,大专,东莞市钿威电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,包吃;包住宿;节日福利,,
财务经理,1-1.5万,葫芦岛,5年及以上,本科,葫芦岛港集团有限公司,交通/运输/物流,民营,500-1000人,餐饮补贴;带薪年假;通讯补贴,财务;财务管理;基金;信托;会计核算;融资;风险管理;资金管理;财务制度;财会,
财务会计,5.5-6.5千,上海·静安区,5年及以上,本科,上海钟表有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;节日福利;定期体检,财务;会计;财务报表;税务申报;发票管理;财务档案;财务审核;账务处理,
财务专员,5-6千,常州·武进区,无需经验,本科,常州腾龙汽车零部件股份有限公司,汽车零配件,已上市,1000-5000人,五险一金;专业培训;定期体检;出差补贴,团建;公司规模大;发展空间大,
财务主管（崇明）,7-9千,上海·崇明区,5-7年,本科,上海东禾九谷开心农场有限公司,农/林/牧/渔,民营,50-150人,五险一金;节日福利;交通补贴;餐饮补贴;年终奖金;做五休二,财务;会计;财务管理;税务;员工体检,
海外会计-财务BP,6千-1万·13薪,杭州,2年及以上,本科,杭州本松新材料技术股份有限公司,原材料和加工,民营,150-500人,五险一金;餐饮补贴;通讯补贴;绩效奖金;带薪年休假;双休;带薪年假;员工旅游;年终奖金;股票期权;项目奖金,,
财务主管/专员,6-8千·14薪,杭州·滨江区,3年及以上,大专,浙江开元商业管理有限公司,物业管理/商业中心,民营,500-1000人,五险一金;年终奖金,数据分析;财务;会计;用友;报表编制;财务流程;数据核对;财务凭证;用友系统;收入审核,
财务主管JDTD42,8千-1.2万,张家港,无需经验,本科,张家港保税区泰德瑞尔轨道科技有限公司,机械/设备/重工,民营,150-500人,五险一金,,
财务专员,4-6千,武汉·江汉区,3-5年,大专,鸿图浩海（湖北）酒业有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,年终奖金;五险,,
财务结算主管,5.5-6.5千,合肥·包河区,3年及以上,大专,肥东致远汽车运输有限公司,交通/运输/物流,民营,150-500人,,,
财税老师 多样化会计 无需做账,8千-1.3万,深圳·龙岗区,无需经验,大专,广东金米商业咨询有限公司,会计/审计,民营,500-1000人,五险一金;员工旅游;专业培训;年终奖金,一年2次调薪,
财务BP,1.2-1.8万·16薪,上海,3-4年,本科,立邦投资有限公司,建筑/建材/工程,外资（非欧美）,5000-10000人,,财务数据分析;经营分析,
会计财务专员,7-7.5千,上海·黄浦区,3年及以上,本科,上海林珺实业有限公司,批发/零售,民营,未知,五险一金;做五休二;带薪年假;餐饮补贴;双休;节假日福利,,
财务会计,7-7.5千,常州,2年及以上,本科,爱森水暖制造（常州）有限公司,机械/设备/重工,外资（非欧美）,150-500人,包吃;节日福利,办公软件;财务;会计;财务报表;财务软件;税务申报;发票管理;执行监督;预算编制;账务处理,
综合管理部总监,1.8-2.5万·13薪,杭州·钱塘区,5年及以上,本科,浙江熙正霖生物科技有限公司,制药/生物工程,民营,少于50人,五险一金;员工旅游;年终奖金;股票期权;弹性工作;定期体检;周末双休,股权融资经验,
境外财务岗位（办公地宁波鄞州）,1-1.6万·13薪,宁波·鄞州区,2年及以上,本科,亚细亚海运集团有限公司,多元化业务集团公司,民营,500-1000人,五险一金;餐饮补贴;出国机会,管理;数据分析;财务;英语;审计;财务管理;国际贸易;纳税申报;会计学;经济,
财务专员,6-8千,苏州,3年及以上,大专,苏州蔚度运动科技有限公司,娱乐/休闲/体育,民营,未知,五险一金;餐饮补贴;双休,财务;审计;预算;会计;财务报表;税务;bom;纳税申报;会计核算,金融
财务会计,5-6千,武汉·东湖新技术产业开发区,3年及以上,本科,艾欧创想智能科技（武汉）有限公司,电子技术/半导体/集成电路,民营,50-150人,五险一金;餐饮补贴;通讯补贴;交通补贴;双休,全勤奖,
财务专员,5.5-6千,衢州·衢江区,5年及以上,大专,上海瑞方企业管理咨询有限公司苏州分公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪年假,财务;税务申报;资料整理;工商注册;开具;文书;全盘帐务,银行 银行对账 银行开户
工厂财务,4-6千,许昌,1年及以上,大专,上海环势机械科技有限公司,机械/设备/重工,民营,50-150人,年终奖金;定期体检,数据分析;财务;审计;财务管理;财务报表;成本核算;金蝶;税务;财务软件;会计学;年度调薪,
财务会计,5.5-6.5千,上海·静安区,5年及以上,本科,上海钟表有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;节日福利;定期体检,财务;会计;财务报表;税务申报;发票管理;财务档案;财务审核;账务处理,
海外财务会计（荷兰）,8千-1万·13薪,苏州,3年及以上,本科,港中旅华贸国际物流股份有限公司,交通/运输/物流,已上市,1000-5000人,五险一金;定期体检;带薪年假;周末双休;补充医疗保险;包吃,,
采购财务BP主管,1.5-2万·14薪,宁波·北仑区,10年及以上,本科,宁波韵升股份有限公司,多元化业务集团公司,民营,1000-5000人,周末双休;带薪年假;五险一金;高温补贴;专业培训;节日福利;绩效奖金;餐饮补贴;包住宿;培训,,
驻外财务,15-30万/年,张家港,3年及以上,本科,江苏银河电子股份有限公司,机械/设备/重工,已上市,1000-5000人,五险一金;交通补贴;餐饮补贴;年终奖金,,
财务BP（跨境电商）,1-1.5万·14薪,深圳·龙华区,3-5年,本科,深圳市和宏实业股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,五险一金;绩效奖金;年终奖金;定期体检;节日福利;员工旅游;带薪年假;周末双休,,
财务分析专员,5-6千,成都·新津区,1年及以上,本科,中材科技（成都）有限公司,机械/设备/重工,国企,150-500人,交通补贴;定期体检;专业培训,管理;数据分析;运营;excel;财务;ppt;运营数据;降本;数据报送;财务统计,
财务文员 (MJ005516),4.2-4.5千·13薪,清远·清新区,1-3年,本科,广东海大集团股份有限公司,农/林/牧/渔,已上市,10000人以上,五险一金;补充医疗保险;带薪年假;年终奖金;绩效奖金;股票期权;项目奖金;专业培训;定期体检,,
财务经理,1.8-2.5万·14薪,南京·江宁区,5年及以上,本科,南京镭云智能科技有限公司,贸易/进出口,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训,财务;审计;会计;财务管理;出纳;出口退税;可行性分析;cpa,金融
高级财务经理,2-4万·13薪,广州·天河区,8年及以上,本科,广州中球（国际）服饰有限公司,服装/纺织/皮革,外资（非欧美）,500-1000人,带薪年假;节日福利;餐饮补贴;五险一金;补充医疗保险;绩效奖金;年终奖金;周末双休,部门管理;年终双薪,
财务专员(J10428),5.5-7千·13薪,宁波·鄞州区,2年及以上,本科,宁波天益医疗器械股份有限公司,医疗设备/器械,民营,1000-5000人,宿舍;食堂;五险一金;带薪年假;年终奖金;有餐补,,
外贸财务,6-8千,上海·普陀区,无需经验,本科,上海同济桃浦创新创业园科技发展有限公司,专业服务(咨询、人力资源、财会),国企,少于50人,,财务;进出口;批发;面议,
财务管理岗(J11054),1-1.5万,武汉·洪山区,5年,本科,武汉东湖高新集团股份有限公司,房地产,国企,1000-5000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;专业培训;定期体检,国有企业,
医院财务BP,1-1.5万,佛山·南海区,3年及以上,本科,广东健翔医院管理集团有限公司,医疗/护理/卫生,民营,150-500人,,管理;财务软件;用友;核算;会计核算;融资;his;报表编制;资产负债表;会计准则;补助,
财务总监,1.5-2万,深圳·龙岗区,5年及以上,本科,深圳市飞宇信电子有限公司,通信/电信/网络设备,民营,500-1000人,五险一金;员工旅游;餐饮补贴,财务管理;总账;风险控制;cpa;应收;会计准则;应付;cas;资本运作,战略规划
财务会计,5-6千,无锡·滨湖区,1年及以上,本科,粤鑫（无锡）服饰有限公司,服装/纺织/皮革,民营,150-500人,五险一金;员工旅游,excel;财务;会计核算;出口退税;财会;贸易;会计准则;税金计算;内部管理报表;会计原始凭证,
财务出纳,5-7千·14薪,宁波,1年及以上,本科,宁波恒颖玩具实业有限公司,家具/家电/玩具/礼品,民营,50-150人,双休;缴纳社保;餐补;通讯补贴;带薪休假,办公软件;excel;收付处理;公积金;节假日;法定节假;8小时,银行对账
财务部副总经理,15-20万/年,成都·高新区,8年及以上,本科,中通建技术有限公司,通信/电信/网络设备,民营,500-1000人,带薪年假;节日福利;专业培训;五险一金;项目奖金;通讯补贴;交通补贴,,
财务专员/项目财务专员/项目会计/会计,4.5-7千,西安·碑林区,1年,本科,陕西泰盉控股有限公司,物业管理/商业中心,民营,50-150人,员工社保;五险一金;带薪年假,财务;会计;纳税申报;工商管理;商业地产;税务筹划;年审;票据开具,银行收付
财务部总经理助理,1.2-2万,昆明·官渡区,8年及以上,本科,年安保险销售服务有限公司,保险,民营,500-1000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;节日福利;带薪年假;周末双休,免费工作餐;定期团建,
